"TIME", "PRESSURE1", "DISPLACEMENT_X1", "DISPLACEMENT_Y1", "STRESS_XX", "STRESS_YY", "STRESS_ZZ", "STRESS_XY", "STRAIN_XX", "STRAIN_YY", "STRAIN_XY"
0.000000000000e+00, 1.000000000000e+03, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e+00, 2.493321368233e+02, -3.146105365128e-07, 0.000000000000e+00, -7.506678631767e+02, -1.876669657942e+02, -1.876669657942e+02, 8.841636874189e-13, -6.756010768590e-07, 3.277516413830e-23, 2.121992849805e-21
2.000000000000e+00, 6.470898444999e+01, -4.132691968286e-07, 0.000000000000e+00, -9.352910155500e+02, -2.338227538875e+02, -2.338227538875e+02, -1.016779965778e-12, -8.417619139950e-07, 1.039245435396e-21, -2.440271917867e-21
3.000000000000e+00, 1.719438787061e+01, -4.401665480237e-07, 0.000000000000e+00, -9.828056121294e+02, -2.457014030323e+02, -2.457014030323e+02, 1.135342281022e-12, -8.845250509165e-07, 1.099159274522e-21, 2.724821474453e-21
4.000000000000e+00, 4.588481709257e+00, -4.473728615387e-07, 0.000000000000e+00, -9.954115182907e+02, -2.488528795727e+02, -2.488528795727e+02, 5.476660546852e-13, -8.958703664617e-07, 1.154403789225e-21, 1.314398531245e-21
5.000000000000e+00, 1.226789899871e+00, -4.492974826332e-07, 0.000000000000e+00, -9.987732101001e+02, -2.496933025250e+02, -2.496933025250e+02, 5.073400880319e-13, -8.988958890901e-07, 1.107043069032e-21, 1.217616211276e-21
6.000000000000e+00, 3.269831975454e-01, -4.498127495236e-07, 0.000000000000e+00, -9.996730168025e+02, -2.499182542006e+02, -2.499182542006e+02, 4.977806738607e-13, -8.997057151222e-07, 1.104101611159e-21, 1.194673617266e-21
7.000000000000e+00, 8.581592622408e-02, -4.499508564039e-07, 0.000000000000e+00, -9.999141840738e+02, -2.499785460184e+02, -2.499785460184e+02, 5.224995054723e-13, -8.999227656664e-07, 1.147605715668e-21, 1.253998813133e-21
8.000000000000e+00, 2.403818054563e-02, -4.499862342188e-07, 0.000000000000e+00, -9.999759618195e+02, -2.499939904549e+02, -2.499939904549e+02, 4.874348472997e-13, -8.999783656375e-07, 1.166493955078e-21, 1.169843633519e-21
9.000000000000e+00, 5.568646031330e-03, -4.499968110412e-07, 0.000000000000e+00, -9.999944313540e+02, -2.499986078385e+02, -2.499986078385e+02, 4.617755858723e-13, -8.999949882186e-07, 1.100964051500e-21, 1.108261406093e-21
1.000000000000e+01, 2.030154687458e-03, -4.499988374050e-07, 0.000000000000e+00, -9.999979698453e+02, -2.499994924613e+02, -2.499994924613e+02, 5.676235205742e-13, -8.999981728608e-07, 1.066341528140e-21, 1.362296449378e-21
