NodeID, DISPLACEMENT_X1, DISPLACEMENT_Y1, DISPLACEMENT_Z1, STRESS_XX, STRESS_XY, STRESS_XZ, STRESS_YY, STRESS_YZ, STRESS_ZZ, STRAIN_XX, STRAIN_XY, STRAIN_XZ, STRAIN_YY, STRAIN_YZ, STRAIN_ZZ
98, 1.000000000005e-01, 8.247724351400e-02, -1.441750825054e-01, 1.767281598101e-07, -2.261922451379e-07, 3.911773093173e-09, -1.711228191305e-06, 4.507460163162e-07, -9.999999999983e+05, 1.000000000001e-02, -2.714306941655e-14, 4.694127711807e-16, 9.999999999896e-03, 5.408952195794e-14, -4.999999999990e-02
99, 0.000000000000e+00, 4.999999999995e-02, -2.499999999999e-01, 1.545331309526e-07, 4.238771793499e-08, -4.393076002688e-08, -1.186727343175e-07, -4.325521867326e-08, -9.999999999999e+05, 1.000000000001e-02, 5.086526152199e-15, -5.271691203226e-15, 9.999999999992e-03, -5.190626240791e-15, -5.000000000000e-02
100, 0.000000000000e+00, 1.837989831347e-02, -1.855163690475e-01, -2.215706950261e-07, -9.105491245257e-09, -7.478317947749e-08, -2.595242457809e-07, 1.811059340047e-08, -9.999999999996e+05, 9.999999999988e-03, -1.092658949431e-15, -8.973981537299e-15, 9.999999999985e-03, 2.173271208056e-15, -4.999999999998e-02
101, 0.000000000000e+00, 3.710327380957e-02, -4.081005084325e-01, -9.557126624579e-07, -3.442554178738e-08, 2.959784090432e-08, -5.783577863541e-08, -7.896980608872e-08, -1.000000000000e+06, 9.999999999955e-03, -4.131065014486e-15, 3.551740908518e-15, 1.000000000001e-02, -9.476376730647e-15, -5.000000000000e-02
102, 0.000000000000e+00, 8.162010168646e-02, -3.144836309524e-01, 8.533703900563e-07, 7.514925034910e-08, 3.134701733673e-08, -6.178258142124e-08, 1.037477074415e-07, -9.999999999999e+05, 1.000000000004e-02, 9.017910041892e-15, 3.761642080407e-15, 9.999999999988e-03, 1.244972489298e-14, -5.000000000000e-02
103, 0.000000000000e+00, 6.289672619035e-02, -9.189949156746e-02, 8.787114725069e-07, 2.983871616012e-08, 4.275440839198e-08, -1.529050577018e-07, -2.713423407431e-08, -9.999999999997e+05, 1.000000000004e-02, 3.580645939215e-15, 5.130529007037e-15, 9.999999999981e-03, -3.256108088917e-15, -4.999999999999e-02
104, 0.000000000000e+00, 4.038027343743e-02, -1.389059632316e-01, 2.310448002795e-07, 1.041747626305e-08, -6.444919347432e-08, -1.810710980660e-07, -7.660089126790e-09, -9.999999999996e+05, 1.000000000001e-02, 1.250097151567e-15, -7.733903216918e-15, 9.999999999984e-03, -9.192106952148e-16, -4.999999999998e-02
105, 0.000000000000e+00, 2.774223129028e-02, -2.939356505377e-01, -4.145189277118e-07, 2.158450766693e-08, -7.008596917385e-08, -1.853422006770e-07, -3.006664719885e-08, -1.000000000000e+06, 9.999999999981e-03, 2.590140920032e-15, -8.410316300862e-15, 9.999999999995e-03, -3.607997663862e-15, -4.999999999999e-02
106, 0.000000000000e+00, 5.878225993810e-02, -3.607684707641e-01, -1.959941493204e-07, -3.493187041190e-08, -4.985661990091e-09, -8.872489277751e-08, -1.336330144357e-08, -1.000000000000e+06, 9.999999999993e-03, -4.191824449428e-15, -5.982794388109e-16, 1.000000000000e-02, -1.603596173229e-15, -5.000000000001e-02
107, 0.000000000000e+00, 7.211412402551e-02, -2.018606714370e-01, 1.050275899709e-06, 7.360126851009e-08, 7.223158121927e-08, -7.850123951450e-08, 1.302414076397e-08, -9.999999999999e+05, 1.000000000005e-02, 8.832152221211e-15, 8.667789746312e-15, 9.999999999984e-03, 1.562896891677e-15, -5.000000000000e-02
108, 0.000000000000e+00, 1.675203435016e-02, -8.988446645580e-02, -3.405297413850e-08, 2.015480871882e-09, -3.030928873267e-08, -3.561077532000e-07, 3.005378305403e-08, -9.999999999995e+05, 9.999999999997e-03, 2.418577046258e-16, -3.637114647920e-15, 9.999999999977e-03, 3.606453966483e-15, -4.999999999997e-02
109, 0.000000000000e+00, 8.200217004305e-02, -8.375203260091e-02, 1.678926846347e-06, 3.712644155930e-08, 2.412250216914e-08, -2.536510762114e-07, 5.030818547241e-08, -9.999999999999e+05, 1.000000000009e-02, 4.455172987116e-15, 2.894700260297e-15, 9.999999999970e-03, 6.036982256689e-15, -5.000000000001e-02
110, 0.000000000000e+00, 1.796910101998e-02, -4.154072317939e-01, -1.162616006861e-06, 2.702320868412e-09, -1.933829265089e-09, -2.125196977321e-08, -5.179310438723e-08, -1.000000000000e+06, 9.999999999943e-03, 3.242785042095e-16, -2.320595118107e-16, 1.000000000001e-02, -6.215172526468e-15, -4.999999999999e-02
111, 0.000000000000e+00, 8.308047232498e-02, -4.100504203434e-01, 3.438846871370e-07, -7.027628733226e-08, 8.881477553963e-09, 6.694762939305e-09, 6.840111039303e-08, -1.000000000000e+06, 1.000000000002e-02, -8.433154479871e-15, 1.065777306476e-15, 9.999999999998e-03, 8.208133247164e-15, -5.000000000001e-02
112, 5.000000000043e-02, 9.999999999971e-02, -2.499999999999e-01, 1.488640918978e-06, 1.766166844815e-07, 2.077533144553e-07, -3.270664213536e-08, 4.162128849821e-08, -9.999999999991e+05, 1.000000000007e-02, 2.119400213778e-14, 2.493039773464e-14, 9.999999999975e-03, 4.994554619785e-15, -4.999999999997e-02
113, 7.083333333407e-02, 9.999999999940e-02, -1.458333333332e-01, 1.946316721539e-06, 2.278535192314e-07, -1.218086684758e-07, -1.475379879897e-07, 1.966799812086e-07, -9.999999999984e+05, 1.000000000008e-02, 2.734242230777e-14, -1.461704021710e-14, 9.999999999958e-03, 2.360159774504e-14, -4.999999999994e-02
114, 2.916666666686e-02, 9.999999999988e-02, -3.541666666667e-01, 1.077599812388e-06, 1.666179956489e-08, 1.927906791166e-07, -9.901746774891e-08, 6.726992612640e-08, -9.999999999999e+05, 1.000000000005e-02, 1.999415947787e-15, 2.313488149399e-14, 9.999999999983e-03, 8.072391135168e-15, -5.000000000000e-02
115, 2.916666666697e-02, 9.999999999975e-02, -1.458333333334e-01, 1.962182328238e-06, 9.961808749211e-08, 1.192962278510e-08, -1.119873819074e-07, 2.145988895294e-09, -9.999999999997e+05, 1.000000000010e-02, 1.195417049905e-14, 1.431554734212e-15, 9.999999999972e-03, 2.575186674353e-16, -5.000000000000e-02
116, 7.083333333380e-02, 9.999999999947e-02, -3.541666666662e-01, 1.147665089876e-06, 1.434003941184e-07, 3.569342127676e-07, -3.358016126893e-07, 3.306282556122e-07, -9.999999999988e+05, 1.000000000005e-02, 1.720804729420e-14, 4.283210553211e-14, 9.999999999960e-03, 3.967539067346e-14, -4.999999999995e-02
117, 7.797619047684e-02, 9.999999999938e-02, -2.499999999997e-01, 1.327361840393e-06, 1.256507998857e-07, 9.400544819809e-08, -4.993893930482e-08, 7.546288054315e-08, -9.999999999981e+05, 1.000000000005e-02, 1.507809598628e-14, 1.128065378377e-14, 9.999999999965e-03, 9.055545665178e-15, -4.999999999992e-02
118, 5.000000000055e-02, 9.999999999960e-02, -1.101190476190e-01, 2.004816552572e-06, 2.091034473273e-07, -9.174426475416e-08, -1.310852692566e-07, 1.013510409859e-07, -9.999999999992e+05, 1.000000000009e-02, 2.509241367928e-14, -1.100931177050e-14, 9.999999999965e-03, 1.216212491831e-14, -4.999999999998e-02
119, 2.202380952400e-02, 9.999999999985e-02, -2.500000000001e-01, 1.585981711590e-06, 5.575813970047e-08, 1.246973438252e-07, -7.102223915151e-08, -5.732518208837e-09, -9.999999999998e+05, 1.000000000008e-02, 6.690976764056e-15, 1.496368125903e-14, 9.999999999978e-03, -6.879021850604e-16, -5.000000000000e-02
120, 5.000000000028e-02, 9.999999999976e-02, -3.898809523808e-01, 8.563438314013e-07, 7.974570499992e-08, 2.738156602176e-07, -5.522451829165e-08, 1.572061025595e-07, -9.999999999997e+05, 1.000000000004e-02, 9.569484599991e-15, 3.285787922611e-14, 9.999999999985e-03, 1.886473230714e-14, -4.999999999999e-02
121, 8.385416666759e-02, 9.999999999908e-02, -8.072916666654e-02, 1.380569301546e-06, 2.778936658334e-07, -1.180216707543e-07, -4.987348802388e-07, 2.537982362852e-07, -9.999999999985e+05, 1.000000000006e-02, 3.334723990001e-14, -1.416260049051e-14, 9.999999999946e-03, 3.045578835422e-14, -4.999999999993e-02
122, 1.354166666673e-02, 1.000000000000e-01, -4.322916666668e-01, 7.482420187443e-07, -4.748022480584e-08, 3.384626201993e-08, 1.424147437016e-09, 7.647142949738e-08, -1.000000000000e+06, 1.000000000004e-02, -5.697626976701e-15, 4.061551442391e-15, 9.999999999993e-03, 9.176571539686e-15, -5.000000000001e-02
123, 1.546794738321e-02, 9.999999999976e-02, -7.733973691521e-02, 2.172978323263e-06, 5.457840607892e-08, -2.625877428306e-09, -5.441737206032e-08, -1.413269578526e-08, -9.999999999999e+05, 1.000000000011e-02, 6.549408729471e-15, -3.151052913967e-16, 9.999999999974e-03, -1.695923494231e-15, -5.000000000002e-02
124, 8.385416666706e-02, 9.999999999922e-02, -4.192708333326e-01, 5.889847266695e-07, 6.887595078894e-08, 1.535157996095e-07, -5.793651022638e-07, 3.496218714487e-07, -9.999999999992e+05, 1.000000000003e-02, 8.265114094673e-15, 1.842189595314e-14, 9.999999999957e-03, 4.195462457384e-14, -4.999999999996e-02
125, 5.164722584988e-02, 5.006580214098e-02, -2.529815737478e-01, 1.672798624405e-08, -4.129902142017e-08, 1.419855411722e-07, -4.980560893623e-07, -1.936639913903e-08, -9.999999999996e+05, 1.000000000000e-02, -4.955882570420e-15, 1.703826494067e-14, 9.999999999971e-03, -2.323967896684e-15, -4.999999999997e-02
126, 7.099771419842e-02, 3.340158479183e-02, -3.528147699603e-01, -2.975633371592e-07, -1.670938973009e-07, 1.113407366561e-07, -1.207215338206e-06, -1.343284184879e-07, -9.999999999996e+05, 9.999999999994e-03, -2.005126767611e-14, 1.336088839874e-14, 9.999999999939e-03, -1.611941021854e-14, -4.999999999997e-02
127, 7.025696164604e-02, 6.499517679299e-02, -1.494818643230e-01, 2.985752727245e-07, -5.245324218329e-08, 1.167264392415e-07, -6.976345228770e-07, 2.067414031836e-07, -9.999999999989e+05, 1.000000000001e-02, -6.294389061995e-15, 1.400717270898e-14, 9.999999999951e-03, 2.480896838204e-14, -4.999999999994e-02
128, 3.360242857615e-02, 3.164713577368e-02, -1.490698264424e-01, -1.894538096773e-08, 6.326967186084e-09, 1.049141935316e-07, -3.814360146256e-07, -4.574122475463e-08, -9.999999999994e+05, 9.999999999997e-03, 7.592360623300e-16, 1.258970322380e-14, 9.999999999975e-03, -5.488946970555e-15, -4.999999999997e-02
129, 6.915921461396e-02, 6.673569484478e-02, -3.546712606272e-01, 3.501433335866e-08, -1.393947941337e-07, 1.183327029256e-07, -6.830232450739e-07, -1.033498989407e-07, -9.999999999996e+05, 1.000000000000e-02, -1.672737529605e-14, 1.419992435108e-14, 9.999999999961e-03, -1.240198787288e-14, -4.999999999997e-02
130, 7.025127680734e-02, 3.257317617947e-02, -1.530330956678e-01, -3.385694550448e-08, -1.095113066410e-07, 1.567481803671e-07, -1.206420660182e-06, 4.905922895225e-08, -9.999999999989e+05, 1.000000000000e-02, -1.314135679692e-14, 1.880978164405e-14, 9.999999999929e-03, 5.887107474270e-15, -4.999999999993e-02
131, 3.393940575027e-02, 6.786413276004e-02, -1.498096329819e-01, 8.786705115603e-07, 1.486836042232e-07, 7.917762823663e-08, -2.309146414821e-07, 4.682632373632e-08, -9.999999999996e+05, 1.000000000004e-02, 1.784203250678e-14, 9.501315388396e-15, 9.999999999975e-03, 5.619158848358e-15, -4.999999999999e-02
132, 3.041256017449e-02, 3.377522176701e-02, -3.482456585140e-01, -6.121151861461e-07, -2.947052834611e-08, 5.741584377085e-08, -2.821000046371e-07, -1.080602514979e-07, -1.000000000000e+06, 9.999999999972e-03, -3.536463401533e-15, 6.889901252502e-15, 9.999999999992e-03, -1.296723017974e-14, -4.999999999999e-02
133, 3.132429266729e-02, 6.747382102270e-02, -3.463851366689e-01, 1.953982670481e-07, -2.766702358035e-08, 1.087257425862e-07, -1.882161835537e-07, -3.034990134346e-08, -9.999999999999e+05, 1.000000000001e-02, -3.320042829642e-15, 1.304708911035e-14, 9.999999999988e-03, -3.641988161215e-15, -5.000000000000e-02
