"TIME", "PRESSURE1", "TEMPERATURE1"
0.000000000000e+00, 1.000000000000e+05, 0.000000000000e+00
2.000000000000e+06, 4.800100000000e+09, 6.117601381663e-04
4.000000000000e+06, 4.800100000000e+09, 7.366570967587e-03
6.000000000000e+06, 4.800100000000e+09, 2.812953681934e-02
8.000000000000e+06, 4.800100000000e+09, 5.398265244318e-02
1.000000000000e+07, 4.800100000000e+09, 8.139420716433e-02
1.200000000000e+07, 4.800100000000e+09, 1.087594097218e-01
1.400000000000e+07, 4.800100000000e+09, 1.353044105027e-01
1.600000000000e+07, 4.800100000000e+09, 1.606617402621e-01
1.800000000000e+07, 4.800100000000e+09, 1.846772044288e-01
2.000000000000e+07, 4.800100000000e+09, 2.073124715039e-01
