"TIME", "PRESSURE1", "TEMPERATURE1"
0.000000000000e+00, 1.000000000000e+05, 0.000000000000e+00
2.000000000000e+06, 1.000000000000e+05, 8.676684471472e-01
4.000000000000e+06, 1.000000000000e+05, 9.278252876313e-01
6.000000000000e+06, 1.000000000000e+05, 9.456378105008e-01
8.000000000000e+06, 1.000000000000e+05, 9.546514486858e-01
1.000000000000e+07, 1.000000000000e+05, 9.603022167874e-01
1.200000000000e+07, 1.000000000000e+05, 9.642630577093e-01
1.400000000000e+07, 1.000000000000e+05, 9.672359132073e-01
1.600000000000e+07, 1.000000000000e+05, 9.695728440226e-01
1.800000000000e+07, 1.000000000000e+05, 9.714722290056e-01
2.000000000000e+07, 1.000000000000e+05, 9.730554344455e-01
