NodeID, PRESSURE1
245, 1.480002609262e+06
246, 1.490038763966e+06
247, 1.500067302279e+06
248, 1.510088936679e+06
249, 1.520104080979e+06
250, 1.530113336381e+06
251, 1.540116738410e+06
252, 1.550114617154e+06
253, 1.560107920880e+06
254, 1.570096933038e+06
255, 1.580082175006e+06
256, 1.590064217434e+06
257, 1.600043553001e+06
258, 1.610020567236e+06
259, 1.619995782463e+06
260, 1.629969601939e+06
261, 1.639942525793e+06
262, 1.649914958056e+06
263, 1.659887254986e+06
264, 1.669859795422e+06
265, 1.679832947049e+06
266, 1.689806967754e+06
267, 1.699782159562e+06
268, 1.709758808357e+06
269, 1.719737079846e+06
270, 1.729717301058e+06
271, 1.739699465113e+06
272, 1.749683908567e+06
273, 1.759670736374e+06
274, 1.769659754524e+06
275, 1.779651172410e+06
276, 1.789645453762e+06
277, 1.799642095860e+06
278, 1.809641195324e+06
279, 1.819642797853e+06
280, 1.829647023828e+06
281, 1.839653706906e+06
282, 1.849662686559e+06
283, 1.859673909850e+06
284, 1.869687348565e+06
285, 1.879702914872e+06
286, 1.889720435524e+06
287, 1.899739769548e+06
288, 1.909760766165e+06
289, 1.919783321757e+06
290, 1.929807314552e+06
291, 1.939832551772e+06
292, 1.949858845576e+06
293, 1.959885960501e+06
294, 1.969913838840e+06
295, 1.979942247876e+06
296, 1.989971038685e+06
297, 2.000000000000e+06
298, 2.000000000000e+06
299, 2.000000000000e+06
300, 2.000000000000e+06
301, 2.000000000000e+06
302, 2.000000000000e+06
303, 2.000000000000e+06
304, 2.000000000000e+06
305, 2.000000000000e+06
306, 2.000000000000e+06
307, 2.000000000000e+06
308, 2.000000000000e+06
309, 2.000000000000e+06
310, 2.000000000000e+06
311, 2.000000000000e+06
312, 2.000000000000e+06
313, 2.000000000000e+06
314, 2.000000000000e+06
315, 2.000000000000e+06
316, 2.000000000000e+06
317, 2.000000000000e+06
318, 2.000000000000e+06
319, 2.000000000000e+06
320, 2.000000000000e+06
321, 2.000000000000e+06
322, 2.000000000000e+06
323, 2.000000000000e+06
324, 2.000000000000e+06
325, 2.000000000000e+06
326, 2.000000000000e+06
327, 2.000000000000e+06
328, 2.000000000000e+06
329, 2.000000000000e+06
330, 2.000000000000e+06
331, 2.000000000000e+06
332, 2.000000000000e+06
333, 2.000000000000e+06
334, 2.000000000000e+06
335, 2.000000000000e+06
336, 2.000000000000e+06
337, 2.000000000000e+06
338, 2.000000000000e+06
339, 2.000000000000e+06
340, 2.000000000000e+06
341, 2.000000000000e+06
342, 2.000000000000e+06
343, 2.000000000000e+06
344, 2.000000000000e+06
345, 2.000000000000e+06
346, 2.000000000000e+06
347, 2.000000000000e+06
348, 2.000000000000e+06
349, 2.000000000000e+06
350, 2.000000000000e+06
351, 2.000000000000e+06
352, 2.000000000000e+06
353, 2.000000000000e+06
354, 2.000000000000e+06
355, 2.000000000000e+06
356, 2.000000000000e+06
357, 2.000000000000e+06
358, 2.000000000000e+06
359, 2.000000000000e+06
360, 2.000000000000e+06
361, 2.000000000000e+06
362, 2.000000000000e+06
363, 2.000000000000e+06
364, 2.000000000000e+06
365, 2.000000000000e+06
366, 2.000000000000e+06
367, 2.000000000000e+06
368, 2.000000000000e+06
369, 2.000000000000e+06
370, 2.000000000000e+06
371, 2.000000000000e+06
372, 2.000000000000e+06
373, 2.000000000000e+06
374, 2.000000000000e+06
375, 2.000000000000e+06
376, 2.000000000000e+06
377, 2.000000000000e+06
378, 2.000000000000e+06
379, 2.000000000000e+06
380, 2.000000000000e+06
381, 2.000000000000e+06
382, 2.000000000000e+06
383, 2.000000000000e+06
384, 2.000000000000e+06
385, 2.000000000000e+06
386, 2.000000000000e+06
387, 2.000000000000e+06
388, 2.000000000000e+06
389, 2.000000000000e+06
390, 2.000000000000e+06
391, 2.000000000000e+06
392, 2.000000000000e+06
393, 2.000000000000e+06
394, 2.000000000000e+06
395, 2.000000000000e+06
396, 1.517630811547e+06
397, 1.516707985832e+06
398, 1.515418927539e+06
399, 1.513892189013e+06
400, 1.512186475662e+06
401, 1.510343646906e+06
402, 1.508399791676e+06
403, 1.506378175279e+06
404, 1.504302751458e+06
405, 1.502192174686e+06
406, 1.500064220809e+06
407, 1.497936217658e+06
408, 1.495825030052e+06
409, 1.493749504788e+06
410, 1.491730329773e+06
411, 1.489789258015e+06
412, 1.487950744879e+06
413, 1.486249431083e+06
414, 1.484727599684e+06
415, 1.483456818882e+06
416, 1.482545358244e+06
417, 1.009101808609e+06
418, 1.981192974747e+06
419, 1.955022953956e+06
420, 1.948469822459e+06
421, 1.957059238672e+06
422, 1.957913543889e+06
423, 1.955094701972e+06
424, 1.946334320763e+06
425, 1.978598746133e+06
426, 1.968222099518e+06
427, 1.975995054831e+06
428, 1.957253820322e+06
429, 1.947612635688e+06
430, 1.949399603045e+06
431, 1.967834723868e+06
432, 1.973492397981e+06
433, 1.975032866085e+06
434, 1.025430237625e+06
435, 1.015058789350e+06
436, 1.968373701041e+06
437, 1.964288926243e+06
438, 1.960577745529e+06
439, 1.951709558212e+06
440, 1.961767946002e+06
441, 1.958215441482e+06
442, 1.950277257078e+06
443, 1.950445396367e+06
444, 1.938794070460e+06
445, 1.017267683454e+06
446, 1.011499718682e+06
447, 1.966151862686e+06
448, 1.971405807596e+06
449, 1.982413108146e+06
450, 1.976779068530e+06
451, 1.009592883948e+06
452, 1.027419061433e+06
453, 1.020570518595e+06
454, 1.029897152770e+06
455, 1.978526271923e+06
456, 1.969174016914e+06
457, 1.983723285464e+06
458, 1.965343302419e+06
459, 1.965592412099e+06
460, 1.987661011865e+06
461, 1.986062913876e+06
462, 1.035539490844e+06
463, 1.038516969907e+06
464, 1.028446534620e+06
465, 1.026366550284e+06
466, 1.047660673470e+06
467, 1.989731009503e+06
468, 1.973206684384e+06
469, 1.017346587898e+06
470, 1.016785221908e+06
471, 1.963551991535e+06
472, 1.991223737787e+06
473, 1.993382650218e+06
474, 1.940089943947e+06
475, 1.945140782068e+06
476, 1.982402652907e+06
477, 1.976529023509e+06
478, 1.983413480531e+06
479, 1.969597748565e+06
480, 1.959418233415e+06
481, 1.939896526289e+06
482, 1.029892354057e+06
483, 1.038861726794e+06
484, 1.038180587649e+06
485, 1.857899410962e+06
486, 1.855893513828e+06
487, 1.847972641375e+06
488, 1.068190994078e+06
489, 1.077326149485e+06
490, 1.063891002492e+06
491, 1.081351186858e+06
492, 1.073583520548e+06
493, 1.071149356718e+06
494, 1.725444206667e+06
495, 1.937788517643e+06
496, 1.933823680445e+06
497, 1.876104970159e+06
498, 1.877716115291e+06
499, 1.886536508307e+06
500, 1.832305719049e+06
501, 1.836733679803e+06
502, 1.844306845654e+06
503, 1.121659429440e+06
504, 1.132107427166e+06
505, 1.123758813268e+06
506, 1.011137351398e+06
507, 1.846887017897e+06
508, 1.085047081022e+06
509, 1.096939064210e+06
510, 1.092565805580e+06
511, 1.165493527792e+06
512, 1.156678853998e+06
513, 1.162901929704e+06
514, 1.936141657018e+06
515, 1.940152254806e+06
516, 1.927540710250e+06
517, 1.903536203359e+06
518, 1.892955887760e+06
519, 1.898720228827e+06
520, 1.536139999586e+06
521, 1.541024496895e+06
522, 1.547252787861e+06
523, 1.968677568400e+06
524, 1.969110047049e+06
525, 1.959517089960e+06
526, 1.928860643741e+06
527, 1.920240550158e+06
528, 1.918138257140e+06
529, 1.863608961492e+06
530, 1.871997580755e+06
531, 1.863225709312e+06
532, 1.974096215203e+06
533, 1.977388034337e+06
534, 1.966326092056e+06
535, 1.866367196063e+06
536, 1.873190679007e+06
537, 1.959530425145e+06
538, 1.948875570170e+06
539, 1.955461413494e+06
540, 1.077091508823e+06
541, 1.085679757666e+06
542, 1.067980485777e+06
543, 1.031085336825e+06
544, 1.027880381942e+06
545, 1.035549904434e+06
546, 1.040196192672e+06
547, 1.034263021110e+06
548, 1.032658697577e+06
549, 1.881401306612e+06
550, 1.891572153693e+06
551, 1.884715992135e+06
552, 1.926658859422e+06
553, 1.930155302759e+06
554, 1.919857058117e+06
555, 1.887262173815e+06
556, 1.881466213961e+06
557, 1.854740928245e+06
558, 1.856402476944e+06
559, 1.863455382290e+06
560, 1.861452844178e+06
561, 1.098612605554e+06
562, 1.103846949414e+06
563, 1.094413876281e+06
564, 1.941437684204e+06
565, 1.887552870694e+06
566, 1.892654208112e+06
567, 1.922811033260e+06
568, 1.033206473150e+06
569, 1.038088050080e+06
570, 1.027505009616e+06
571, 1.894220786382e+06
572, 1.901993796377e+06
573, 1.903895949641e+06
574, 1.059204006974e+06
575, 1.055825939845e+06
576, 1.078399177930e+06
577, 1.010682440465e+06
578, 1.043742728860e+06
579, 1.044753054840e+06
580, 1.054933670362e+06
581, 1.963180782759e+06
582, 1.954126416839e+06
583, 1.952765055272e+06
584, 1.896208561401e+06
585, 1.895304097249e+06
586, 1.904038556652e+06
587, 1.931808672879e+06
588, 1.023699711332e+06
589, 1.098812425641e+06
590, 1.090818674831e+06
591, 1.092059898306e+06
592, 1.876486920071e+06
593, 1.871043893863e+06
594, 1.166357800959e+06
595, 1.154559657560e+06
596, 1.162804321655e+06
597, 1.908795158894e+06
598, 1.908402346388e+06
599, 1.916987452884e+06
600, 1.010349348714e+06
601, 1.020184060184e+06
602, 1.919627376662e+06
603, 1.926922035794e+06
604, 1.921630942979e+06
605, 1.872742335350e+06
606, 1.874522893742e+06
607, 1.865686186902e+06
608, 1.852727371402e+06
609, 1.896737918784e+06
610, 1.886178239483e+06
611, 1.048624888282e+06
612, 1.038869891505e+06
613, 1.040427397382e+06
614, 1.162228594547e+06
615, 1.915865214577e+06
616, 1.893384415965e+06
617, 1.940272914514e+06
618, 1.947868440387e+06
619, 1.040176505995e+06
620, 1.033469504829e+06
621, 1.035440430539e+06
622, 1.940379456873e+06
623, 1.933906812178e+06
624, 1.927771564180e+06
625, 1.882124202291e+06
626, 1.039759868779e+06
627, 1.043596408515e+06
628, 1.041785111130e+06
629, 1.978313750213e+06
630, 1.869398499139e+06
631, 1.897734946324e+06
632, 1.908692200694e+06
633, 1.845875914554e+06
634, 1.911172518754e+06
635, 1.900621999308e+06
636, 1.139967288780e+06
637, 1.151014082821e+06
638, 1.146816403828e+06
639, 1.037324866993e+06
640, 1.982959149156e+06
641, 1.975835350514e+06
642, 1.927327727377e+06
643, 1.935844245511e+06
644, 1.151936071900e+06
645, 1.923951380879e+06
646, 1.913572578757e+06
647, 1.919276827206e+06
648, 1.946472964597e+06
649, 1.956505702119e+06
650, 1.024101210921e+06
651, 1.913365785260e+06
652, 1.903783065063e+06
653, 1.911790914040e+06
654, 1.926954424373e+06
655, 1.831207987801e+06
656, 1.835058345808e+06
657, 1.823601855676e+06
658, 1.904277734851e+06
659, 1.894987677573e+06
660, 1.944295168201e+06
661, 1.144877303108e+06
662, 1.900479590525e+06
663, 1.938103213215e+06
664, 1.067142155006e+06
665, 1.062200308352e+06
666, 1.070717939694e+06
667, 1.942664698340e+06
668, 1.954454263755e+06
669, 1.953397799304e+06
670, 1.978628677888e+06
671, 1.974548091608e+06
672, 1.918468884830e+06
673, 1.912211789079e+06
674, 1.922236321480e+06
675, 1.019287192704e+06
676, 1.028415360657e+06
677, 1.090451138617e+06
678, 1.083443092293e+06
679, 1.992561298965e+06
680, 1.939201019050e+06
681, 1.500582990420e+06
682, 1.497689979339e+06
683, 1.505516031517e+06
684, 1.993182776425e+06
685, 1.904015893766e+06
686, 1.022452430631e+06
687, 1.133732132225e+06
688, 1.131984460235e+06
689, 1.993381371476e+06
690, 1.819164791786e+06
691, 1.825460963384e+06
692, 1.814245783098e+06
693, 1.934249769317e+06
694, 1.946358826791e+06
695, 1.930687395633e+06
696, 1.081859202237e+06
697, 1.089708306065e+06
698, 1.960392658719e+06
699, 1.930738374831e+06
700, 1.960645763677e+06
701, 1.957901706193e+06
702, 1.080545281958e+06
703, 1.505500289789e+06
704, 1.518063767232e+06
705, 1.512181543229e+06
706, 1.467801757665e+06
707, 1.468385742716e+06
708, 1.459341222538e+06
709, 1.949898848075e+06
710, 1.960952708732e+06
711, 1.828502101013e+06
712, 1.917487535302e+06
713, 1.501958430952e+06
714, 1.492419066084e+06
715, 1.992259898242e+06
716, 1.114700880380e+06
717, 1.118631936852e+06
718, 1.109381091051e+06
719, 1.517778352928e+06
720, 1.526362730187e+06
721, 1.515553665344e+06
722, 1.529041977386e+06
723, 1.105836408465e+06
724, 1.115506773896e+06
725, 1.105635401230e+06
726, 1.114256110414e+06
727, 1.048084483632e+06
728, 1.051040680082e+06
729, 1.511415712548e+06
730, 1.523036935045e+06
731, 1.516580752601e+06
732, 1.038210996320e+06
733, 1.027658338785e+06
734, 1.092321379426e+06
735, 1.140729116859e+06
736, 1.133424445582e+06
737, 1.143527978521e+06
738, 1.050102705754e+06
739, 1.057762388703e+06
740, 1.863859367475e+06
741, 1.042000790380e+06
742, 1.034493688044e+06
743, 1.969654901253e+06
744, 1.922965773335e+06
745, 1.067408465357e+06
746, 1.059854271262e+06
747, 1.054836692967e+06
748, 1.900979468424e+06
749, 1.138419227309e+06
750, 1.051469743189e+06
751, 1.044791171644e+06
752, 1.851624746608e+06
753, 1.985745638688e+06
754, 1.984327552378e+06
755, 1.936099181412e+06
756, 1.925187362933e+06
757, 1.909758158672e+06
758, 1.918911133027e+06
759, 1.083825356595e+06
760, 1.091226723157e+06
761, 1.047430253943e+06
762, 1.837811541240e+06
763, 1.941645653532e+06
764, 1.142319162970e+06
765, 1.928869934555e+06
766, 1.038912061616e+06
767, 1.040259471615e+06
768, 1.043845123914e+06
769, 1.052291783012e+06
770, 1.032862414455e+06
771, 1.031008208768e+06
772, 1.931326104193e+06
773, 1.007579731071e+06
774, 1.011739512386e+06
775, 1.017653995832e+06
776, 1.990892089799e+06
777, 1.989305618560e+06
778, 1.117546928336e+06
779, 1.047797595508e+06
780, 1.010857999197e+06
781, 1.010063666282e+06
782, 1.011254019750e+06
783, 1.008537016654e+06
784, 1.016955206171e+06
785, 1.991050089954e+06
786, 1.009509007167e+06
787, 1.911956928285e+06
788, 1.089092521387e+06
789, 1.876686627687e+06
790, 1.991653451652e+06
791, 1.856208056041e+06
792, 1.834407803381e+06
793, 1.992721259705e+06
794, 1.989019297434e+06
795, 1.211215536962e+06
796, 1.008639155084e+06
797, 1.695633321287e+06
798, 1.008024673698e+06
799, 1.274135108545e+06
800, 1.715986740536e+06
801, 1.708530197462e+06
802, 1.012059839377e+06
803, 1.992849237195e+06
804, 1.456227108506e+06
805, 1.500583556016e+06
806, 1.510760956537e+06
807, 1.489836767165e+06
808, 1.008433453604e+06
809, 1.028967236336e+06
810, 1.022675707421e+06
811, 1.029651772647e+06
812, 1.021947769300e+06
813, 1.030812066146e+06
814, 1.971383999414e+06
815, 1.982411679792e+06
816, 1.042523786190e+06
817, 1.900086234574e+06
818, 1.902814301188e+06
819, 1.894045777136e+06
820, 1.888787773232e+06
821, 1.016417701162e+06
822, 1.062714365914e+06
823, 1.082131688105e+06
824, 1.990864755070e+06
825, 1.754053730336e+06
826, 1.751612086325e+06
827, 1.741334594821e+06
828, 1.057560482525e+06
829, 1.052209707953e+06
830, 1.063005936524e+06
831, 1.483861097218e+06
832, 1.481506552095e+06
833, 1.491221173679e+06
834, 1.453217078761e+06
835, 1.448609289034e+06
836, 1.443926931357e+06
837, 1.117912231297e+06
838, 1.111993947066e+06
839, 1.123399762078e+06
840, 1.548647961789e+06
841, 1.559095707249e+06
842, 1.555994783966e+06
843, 1.566157688895e+06
844, 1.314307637360e+06
845, 1.305455394094e+06
846, 1.306677590284e+06
847, 1.485899742943e+06
848, 1.478362946603e+06
849, 1.474543643355e+06
850, 1.491572861114e+06
851, 1.495984350139e+06
852, 1.501903770260e+06
853, 1.315946825055e+06
854, 1.310978401058e+06
855, 1.319163759682e+06
856, 1.282914331362e+06
857, 1.278855920061e+06
858, 1.289070151740e+06
859, 1.080722686224e+06
860, 1.921517331612e+06
861, 1.914416309092e+06
862, 1.916848088163e+06
863, 1.168003562850e+06
864, 1.167184236971e+06
865, 1.177558014869e+06
866, 1.814957841340e+06
867, 1.822181171618e+06
868, 1.822072981036e+06
869, 1.810349591256e+06
870, 1.363478736751e+06
871, 1.353915571285e+06
872, 1.363050595339e+06
873, 1.642751265722e+06
874, 1.635469055594e+06
875, 1.643448256306e+06
876, 1.723863102054e+06
877, 1.733780878820e+06
878, 1.735446874662e+06
879, 1.526652124416e+06
880, 1.523109755259e+06
881, 1.532656610756e+06
882, 1.850342222378e+06
883, 1.848982600839e+06
884, 1.840549761515e+06
885, 1.186706229294e+06
886, 1.197399865828e+06
887, 1.192100842849e+06
888, 1.148743285237e+06
889, 1.161396481427e+06
890, 1.153299887859e+06
891, 1.445051352855e+06
892, 1.451349452043e+06
893, 1.440031758441e+06
894, 1.450680253718e+06
895, 1.446718603241e+06
896, 1.441177691493e+06
897, 1.481159481232e+06
898, 1.472637561547e+06
899, 1.480859514453e+06
900, 1.478210799012e+06
901, 1.936150597847e+06
902, 1.928121219515e+06
903, 1.926112879925e+06
904, 1.618598318408e+06
905, 1.630119378041e+06
906, 1.624872943337e+06
907, 1.823883264476e+06
908, 1.821496279616e+06
909, 1.813217677085e+06
910, 1.397405712066e+06
911, 1.405391888373e+06
912, 1.407878600240e+06
913, 1.295770705560e+06
914, 1.773284631016e+06
915, 1.765216544078e+06
916, 1.762540050763e+06
917, 1.837601777410e+06
918, 1.603288382907e+06
919, 1.601229673720e+06
920, 1.611518697999e+06
921, 1.969093089912e+06
922, 1.980356952166e+06
923, 1.973909314382e+06
924, 1.708847690612e+06
925, 1.701086429549e+06
926, 1.709655545614e+06
927, 1.422619139005e+06
928, 1.425398168874e+06
929, 1.415413172230e+06
930, 1.292936159999e+06
931, 1.292499753814e+06
932, 1.301562517607e+06
933, 1.023755970806e+06
934, 1.033551025778e+06
935, 1.033996842653e+06
936, 1.025567581574e+06
937, 1.799500096374e+06
938, 1.802743423678e+06
939, 1.791848999401e+06
940, 1.179376316828e+06
941, 1.170503165828e+06
942, 1.168564225072e+06
943, 1.551053322371e+06
944, 1.537950569517e+06
945, 1.544451233398e+06
946, 1.518062974085e+06
947, 1.505899302417e+06
948, 1.509027105812e+06
949, 1.727213654118e+06
950, 1.724104700158e+06
951, 1.718114324507e+06
952, 1.735310996888e+06
953, 1.615771151450e+06
954, 1.622899558074e+06
955, 1.613588227705e+06
956, 1.457061692435e+06
957, 1.462629540033e+06
958, 1.467821481092e+06
959, 1.709252162974e+06
960, 1.706945431130e+06
961, 1.698490910432e+06
962, 1.496363880241e+06
963, 1.500674875453e+06
964, 1.488907481165e+06
965, 1.234574218139e+06
966, 1.229428018516e+06
967, 1.238324744992e+06
968, 1.984083068119e+06
969, 1.869238119845e+06
970, 1.881317985444e+06
971, 1.878098355980e+06
972, 1.482285644803e+06
973, 1.482848397234e+06
974, 1.823924282410e+06
975, 1.813438606974e+06
976, 1.821123869633e+06
977, 1.027377590277e+06
978, 1.951022512034e+06
979, 1.941548303408e+06
980, 1.945065323034e+06
981, 1.947709451602e+06
982, 1.218667823266e+06
983, 1.208499056314e+06
984, 1.219648649780e+06
985, 1.157298433759e+06
986, 1.428161536179e+06
987, 1.436048487552e+06
988, 1.438392459581e+06
989, 1.427965616775e+06
990, 1.523845489181e+06
991, 1.532684348283e+06
992, 1.524114284905e+06
993, 1.155815919627e+06
994, 1.153255472449e+06
995, 1.144313829579e+06
996, 1.273312799153e+06
997, 1.267007653634e+06
998, 1.280813929364e+06
999, 1.977169445821e+06
1000, 1.589366169669e+06
1001, 1.589946398029e+06
1002, 1.601445275754e+06
1003, 1.586571903938e+06
1004, 1.577748736699e+06
1005, 1.177478560669e+06
1006, 1.170006652931e+06
1007, 1.166735823369e+06
1008, 1.581540860775e+06
1009, 1.594094221879e+06
1010, 1.588360973611e+06
1011, 1.036498087064e+06
1012, 1.026032131772e+06
1013, 1.023562981207e+06
1014, 1.489521682169e+06
1015, 1.492613142100e+06
1016, 1.500034547868e+06
1017, 1.633473944226e+06
1018, 1.242947225786e+06
1019, 1.238122573883e+06
1020, 1.228881713358e+06
1021, 1.455139747365e+06
1022, 1.441838381681e+06
1023, 1.477204244177e+06
1024, 1.476360649399e+06
1025, 1.485954099631e+06
1026, 1.856336348158e+06
1027, 1.863170120199e+06
1028, 1.858287357042e+06
1029, 1.868320129995e+06
1030, 1.174020241458e+06
1031, 1.176909305550e+06
1032, 1.186079492907e+06
1033, 1.689752851325e+06
1034, 1.686586411618e+06
1035, 1.441354094796e+06
1036, 1.431949377635e+06
1037, 1.431361830186e+06
1038, 1.255839233139e+06
1039, 1.250886624220e+06
1040, 1.260541371640e+06
1041, 1.967036824579e+06
1042, 1.978783734992e+06
1043, 1.971440824003e+06
1044, 1.180996694073e+06
1045, 1.193502809174e+06
1046, 1.187814255173e+06
1047, 1.664870860130e+06
1048, 1.655836706534e+06
1049, 1.654858269889e+06
1050, 1.815535071756e+06
1051, 1.811096444726e+06
1052, 1.804892520338e+06
1053, 1.540123408756e+06
1054, 1.551418501600e+06
1055, 1.548921838932e+06
1056, 1.906919554585e+06
1057, 1.914592484113e+06
1058, 1.902471630909e+06
1059, 1.579951986507e+06
1060, 1.584264813877e+06
1061, 1.573735552377e+06
1062, 1.592176993106e+06
1063, 1.593662556965e+06
1064, 1.543396528295e+06
1065, 1.551581976398e+06
1066, 1.554460941695e+06
1067, 1.758405675508e+06
