"TIME", "TEMPERATURE1"
0.000000000000e+00, 0.000000000000e+00
5.000000000000e-03, 2.475862391032e-39
1.000000000000e-02, 3.611589454318e-35
1.500000000000e-02, 5.737995142329e-33
2.000000000000e-02, 2.017667647678e-31
2.500000000000e-02, 3.716079619155e-30
3.000000000000e-02, 4.647261644301e-29
3.500000000000e-02, 4.445697722181e-28
4.000000000000e-02, 3.476001316166e-27
4.500000000000e-02, 2.315000784241e-26
5.000000000000e-02, 1.350324074001e-25
5.500000000000e-02, 7.036519790824e-25
6.000000000000e-02, 3.324527500354e-24
6.500000000000e-02, 1.440478283110e-23
7.000000000000e-02, 5.775944923272e-23
7.500000000000e-02, 2.159154751076e-22
8.000000000000e-02, 7.571039857081e-22
8.500000000000e-02, 2.503214946018e-21
9.000000000000e-02, 7.838931979044e-21
9.500000000000e-02, 2.334150365917e-20
1.000000000000e-01, 6.631492137758e-20
1.050000000000e-01, 1.803175469024e-19
1.100000000000e-01, 4.705511580689e-19
1.150000000000e-01, 1.181410831221e-18
1.200000000000e-01, 2.860259562075e-18
1.250000000000e-01, 6.691459962457e-18
1.300000000000e-01, 1.515563102884e-17
1.350000000000e-01, 3.329099225763e-17
1.400000000000e-01, 7.103680335142e-17
1.450000000000e-01, 1.474677760702e-16
1.500000000000e-01, 2.982462517718e-16
1.550000000000e-01, 5.884134762279e-16
1.600000000000e-01, 1.133830183172e-15
1.650000000000e-01, 2.136313881282e-15
1.700000000000e-01, 3.940001767841e-15
1.750000000000e-01, 7.119937228409e-15
1.800000000000e-01, 1.261862832867e-14
1.850000000000e-01, 2.195270476338e-14
1.900000000000e-01, 3.752020277576e-14
1.950000000000e-01, 6.304987983106e-14
2.000000000000e-01, 1.042477855207e-13
2.050000000000e-01, 1.697136028285e-13
2.100000000000e-01, 2.722205471134e-13
2.150000000000e-01, 4.304783850242e-13
2.200000000000e-01, 6.715299002409e-13
2.250000000000e-01, 1.033967324529e-12
2.300000000000e-01, 1.572197232881e-12
2.350000000000e-01, 2.362030433111e-12
2.400000000000e-01, 3.507927604072e-12
2.450000000000e-01, 5.152291851857e-12
2.500000000000e-01, 7.487265801220e-12
2.550000000000e-01, 1.076956299148e-11
2.600000000000e-01, 1.533894069776e-11
2.650000000000e-01, 2.164100316781e-11
2.700000000000e-01, 3.025510979858e-11
2.750000000000e-01, 4.192825096032e-11
2.800000000000e-01, 5.761584385170e-11
2.850000000000e-01, 7.853049065367e-11
2.900000000000e-01, 1.061998299656e-10
2.950000000000e-01, 1.425346986045e-10
3.000000000000e-01, 1.899089028439e-10
3.050000000000e-01, 2.512519745696e-10
3.100000000000e-01, 3.301563571743e-10
3.150000000000e-01, 4.310005268979e-10
3.200000000000e-01, 5.590896064201e-10
3.250000000000e-01, 7.208150676455e-10
3.300000000000e-01, 9.238351487038e-10
3.350000000000e-01, 1.177277625342e-09
3.400000000000e-01, 1.491966578368e-09
3.450000000000e-01, 1.880674786108e-09
3.500000000000e-01, 2.358403343570e-09
3.550000000000e-01, 2.942690068116e-09
3.600000000000e-01, 3.653948194857e-09
3.650000000000e-01, 4.515836794116e-09
3.700000000000e-01, 5.555664258401e-09
3.750000000000e-01, 6.804826108187e-09
3.800000000000e-01, 8.299278255008e-09
3.850000000000e-01, 1.008004673800e-08
3.900000000000e-01, 1.219377481693e-08
3.950000000000e-01, 1.469330816229e-08
4.000000000000e-01, 1.763831873216e-08
4.050000000000e-01, 2.109596776783e-08
4.100000000000e-01, 2.514160817664e-08
4.150000000000e-01, 2.985952640295e-08
4.200000000000e-01, 3.534372371735e-08
4.250000000000e-01, 4.169873668205e-08
4.300000000000e-01, 4.904049637818e-08
4.350000000000e-01, 5.749722580898e-08
4.400000000000e-01, 6.721037472431e-08
4.450000000000e-01, 7.833559094596e-08
4.500000000000e-01, 9.104372711243e-08
4.550000000000e-01, 1.055218816067e-07
4.600000000000e-01, 1.219744722814e-07
4.650000000000e-01, 1.406243414547e-07
4.700000000000e-01, 1.617138905168e-07
4.750000000000e-01, 1.855062423623e-07
4.800000000000e-01, 2.122864297500e-07
4.850000000000e-01, 2.423626075829e-07
4.900000000000e-01, 2.760672870117e-07
4.950000000000e-01, 3.137585891734e-07
5.000000000000e-01, 3.558215163091e-07
5.050000000000e-01, 4.026692379378e-07
5.100000000000e-01, 4.547443897098e-07
5.150000000000e-01, 5.125203825256e-07
5.200000000000e-01, 5.765027194688e-07
5.250000000000e-01, 6.472303180850e-07
5.300000000000e-01, 7.252768355257e-07
5.350000000000e-01, 8.112519940734e-07
5.400000000000e-01, 9.058029045757e-07
