"TIME", "TEMPERATURE1"
0.000000000000e+00, 0.000000000000e+00
5.000000000000e-03, 6.657983751326e-02
1.000000000000e-02, 1.031349899665e-01
1.500000000000e-02, 1.302149087220e-01
2.000000000000e-02, 1.526487606820e-01
2.500000000000e-02, 1.722160278694e-01
3.000000000000e-02, 1.897894495977e-01
3.500000000000e-02, 2.058736898400e-01
4.000000000000e-02, 2.207917063776e-01
4.500000000000e-02, 2.347647932934e-01
5.000000000000e-02, 2.479522866031e-01
5.500000000000e-02, 2.604733392108e-01
6.000000000000e-02, 2.724197717715e-01
6.500000000000e-02, 2.838640949620e-01
7.000000000000e-02, 2.948647462787e-01
7.500000000000e-02, 3.054696361589e-01
8.000000000000e-02, 3.157186243114e-01
8.500000000000e-02, 3.256452950677e-01
9.000000000000e-02, 3.352782594866e-01
9.500000000000e-02, 3.446421295650e-01
1.000000000000e-01, 3.537582600334e-01
1.050000000000e-01, 3.626453220573e-01
1.100000000000e-01, 3.713197531618e-01
1.150000000000e-01, 3.797961145270e-01
1.200000000000e-01, 3.880873779525e-01
1.250000000000e-01, 3.962051587093e-01
1.300000000000e-01, 4.041599062566e-01
1.350000000000e-01, 4.119610617899e-01
1.400000000000e-01, 4.196171894119e-01
1.450000000000e-01, 4.271360861359e-01
1.500000000000e-01, 4.345248747537e-01
1.550000000000e-01, 4.417900827252e-01
1.600000000000e-01, 4.489377095784e-01
1.650000000000e-01, 4.559732848041e-01
1.700000000000e-01, 4.629019178322e-01
1.750000000000e-01, 4.697283413782e-01
1.800000000000e-01, 4.764569492017e-01
1.850000000000e-01, 4.830918291352e-01
1.900000000000e-01, 4.896367920872e-01
1.950000000000e-01, 4.960953976031e-01
2.000000000000e-01, 5.024709764716e-01
2.050000000000e-01, 5.087666507832e-01
2.100000000000e-01, 5.149853517827e-01
2.150000000000e-01, 5.211298358056e-01
2.200000000000e-01, 5.272026985445e-01
2.250000000000e-01, 5.332063878532e-01
2.300000000000e-01, 5.391432152687e-01
2.350000000000e-01, 5.450153664040e-01
2.400000000000e-01, 5.508249103442e-01
2.450000000000e-01, 5.565738081607e-01
2.500000000000e-01, 5.622639206417e-01
2.550000000000e-01, 5.678970153257e-01
2.600000000000e-01, 5.734747729144e-01
2.650000000000e-01, 5.789987931284e-01
2.700000000000e-01, 5.844706000660e-01
2.750000000000e-01, 5.898916471142e-01
2.800000000000e-01, 5.952633214570e-01
2.850000000000e-01, 6.005869482217e-01
2.900000000000e-01, 6.058637942961e-01
2.950000000000e-01, 6.110950718506e-01
3.000000000000e-01, 6.162819415894e-01
3.050000000000e-01, 6.214255157591e-01
3.100000000000e-01, 6.265268609341e-01
3.150000000000e-01, 6.315870005996e-01
3.200000000000e-01, 6.366069175500e-01
3.250000000000e-01, 6.415875561183e-01
3.300000000000e-01, 6.465298242507e-01
3.350000000000e-01, 6.514345954402e-01
3.400000000000e-01, 6.563027105288e-01
3.450000000000e-01, 6.611349793919e-01
3.500000000000e-01, 6.659321825112e-01
3.550000000000e-01, 6.706950724475e-01
3.600000000000e-01, 6.754243752187e-01
3.650000000000e-01, 6.801207915932e-01
3.700000000000e-01, 6.847849983018e-01
3.750000000000e-01, 6.894176491768e-01
3.800000000000e-01, 6.940193762222e-01
3.850000000000e-01, 6.985907906209e-01
3.900000000000e-01, 7.031324836824e-01
3.950000000000e-01, 7.076450277357e-01
4.000000000000e-01, 7.121289769722e-01
4.050000000000e-01, 7.165848682397e-01
4.100000000000e-01, 7.210132217937e-01
4.150000000000e-01, 7.254145420059e-01
4.200000000000e-01, 7.297893180355e-01
4.250000000000e-01, 7.341380244638e-01
4.300000000000e-01, 7.384611218956e-01
4.350000000000e-01, 7.427590575284e-01
4.400000000000e-01, 7.470322656926e-01
4.450000000000e-01, 7.512811683644e-01
4.500000000000e-01, 7.555061756517e-01
4.550000000000e-01, 7.597076862567e-01
4.600000000000e-01, 7.638860879151e-01
4.650000000000e-01, 7.680417578135e-01
4.700000000000e-01, 7.721750629874e-01
4.750000000000e-01, 7.762863606993e-01
4.800000000000e-01, 7.803759987994e-01
4.850000000000e-01, 7.844443160692e-01
4.900000000000e-01, 7.884916425488e-01
4.950000000000e-01, 7.925182998499e-01
5.000000000000e-01, 7.965246014539e-01
5.050000000000e-01, 8.005108529966e-01
5.100000000000e-01, 8.044773525408e-01
5.150000000000e-01, 8.084243908363e-01
5.200000000000e-01, 8.123522515685e-01
5.250000000000e-01, 8.162612115966e-01
5.300000000000e-01, 8.201515411813e-01
5.350000000000e-01, 8.240235042029e-01
5.400000000000e-01, 8.278773583704e-01
5.450000000000e-01, 8.317133554214e-01
5.500000000000e-01, 8.355317413142e-01
5.550000000000e-01, 8.393327564120e-01
5.600000000000e-01, 8.431166356594e-01
5.650000000000e-01, 8.468836087516e-01
5.700000000000e-01, 8.506339002977e-01
5.750000000000e-01, 8.543677299767e-01
5.800000000000e-01, 8.580853126876e-01
5.850000000000e-01, 8.617868586939e-01
5.900000000000e-01, 8.654725737624e-01
5.950000000000e-01, 8.691426592967e-01
6.000000000000e-01, 8.727973124656e-01
6.050000000000e-01, 8.764367263267e-01
6.100000000000e-01, 8.800610899456e-01
6.150000000000e-01, 8.836705885102e-01
6.200000000000e-01, 8.872654034415e-01
6.250000000000e-01, 8.908457124998e-01
6.300000000000e-01, 8.944116898873e-01
6.350000000000e-01, 8.979635063470e-01
6.400000000000e-01, 9.015013292583e-01
6.450000000000e-01, 9.050253227289e-01
6.500000000000e-01, 9.085356476835e-01
6.550000000000e-01, 9.120324619499e-01
6.600000000000e-01, 9.155159203416e-01
6.650000000000e-01, 9.189861747376e-01
6.700000000000e-01, 9.224433741601e-01
6.750000000000e-01, 9.258876648491e-01
6.800000000000e-01, 9.293191903340e-01
6.850000000000e-01, 9.327380915045e-01
6.900000000000e-01, 9.361445066768e-01
6.950000000000e-01, 9.395385716602e-01
7.000000000000e-01, 9.429204198191e-01
7.050000000000e-01, 9.462901821352e-01
7.100000000000e-01, 9.496479872657e-01
7.150000000000e-01, 9.529939616017e-01
7.200000000000e-01, 9.563282293227e-01
7.250000000000e-01, 9.596509124510e-01
7.300000000000e-01, 9.629621309036e-01
7.350000000000e-01, 9.662620025429e-01
7.400000000000e-01, 9.695506432254e-01
7.450000000000e-01, 9.728281668491e-01
7.500000000000e-01, 9.760946853999e-01
7.550000000000e-01, 9.793503089961e-01
7.600000000000e-01, 9.825951459316e-01
7.650000000000e-01, 9.858293027179e-01
7.700000000000e-01, 9.890528841252e-01
7.750000000000e-01, 9.922659932216e-01
7.800000000000e-01, 9.954687314120e-01
7.850000000000e-01, 9.986611984750e-01
7.900000000000e-01, 1.001843492600e+00
7.950000000000e-01, 1.005015710420e+00
8.000000000000e-01, 1.008177947050e+00
8.050000000000e-01, 1.011330296117e+00
8.100000000000e-01, 1.014472849793e+00
8.150000000000e-01, 1.017605698827e+00
8.200000000000e-01, 1.020728932574e+00
8.250000000000e-01, 1.023842639030e+00
8.300000000000e-01, 1.026946904852e+00
8.350000000000e-01, 1.030041815395e+00
8.400000000000e-01, 1.033127454733e+00
8.450000000000e-01, 1.036203905689e+00
8.500000000000e-01, 1.039271249861e+00
8.550000000000e-01, 1.042329567645e+00
8.600000000000e-01, 1.045378938263e+00
8.650000000000e-01, 1.048419439781e+00
8.700000000000e-01, 1.051451149141e+00
8.750000000000e-01, 1.054474142176e+00
8.800000000000e-01, 1.057488493635e+00
