"TIME", "PRESSURE1", "VELOCITY_X1", "VELOCITY_Y1", "VELOCITY_Z1", "DISPLACEMENT_X1", "DISPLACEMENT_Y1", "STRESS_XX", "STRESS_YY", "STRESS_ZZ"
0.000000000000e+00, 3.000000000000e+06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, -5.982603120297e+05, -4.387242284773e+06, -5.982603116163e+05
8.640000000000e+03, 3.000000000000e+06, 3.756833055575e-22, 7.851396730985e-19, 0.000000000000e+00, 0.000000000000e+00, -1.280559440559e-01, -1.192805766574e+06, -8.747242284777e+06, -1.192805766162e+06
