"TIME", "PRESSURE1", "VELOCITY_X1", "VELOCITY_Y1", "VELOCITY_Z1", "DISPLACEMENT_X1", "DISPLACEMENT_Y1", "STRESS_XX", "STRESS_YY", "STRESS_ZZ"
0.000000000000e+00, 5.943886938391e+06, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, -1.186837963159e+06, -8.703478398324e+06, -1.186837963378e+06
8.640000000000e+03, 5.943886938391e+06, -1.332591892407e-19, -3.676983396872e-19, 0.000000000000e+00, 4.564733271993e-15, -8.527219772682e-02, -1.781383417705e+06, -1.306347839832e+07, -1.781383417923e+06
