"TIME", "PRESSURE1", "TEMPERATURE1", "VELOCITY_X1", "VELOCITY_Y1", "VELOCITY_Z1"
0.000000000000e+00, 1.750000000000e+06, 6.000000000000e+01, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e+00, 1.745330942274e+06, 5.987243367632e+01, -2.761646178666e-03, 1.707151071929e-03, -1.930835107372e-02
3.710000000000e+00, 1.745564328149e+06, 5.987260352201e+01, -1.692012904917e-03, 1.002769570661e-03, -1.165033223625e-02
1.091860000000e+01, 1.750989594406e+06, 5.987277693970e+01, -6.447094204546e-04, 3.665503989923e-04, -4.374528807739e-03
2.973304600000e+01, 1.761688777884e+06, 5.987291929567e+01, -2.013876347491e-04, 9.814882237351e-05, -1.298422848874e-03
7.789802776000e+01, 1.775922148923e+06, 5.987309986803e+01, -9.753536910791e-05, 3.850635470747e-05, -5.912311539917e-04
