NodeID, DISPLACEMENT_X1, DISPLACEMENT_Y1, DISPLACEMENT_Z1, STRESS_XX, STRESS_XY, STRESS_XZ, STRESS_YY, STRESS_YZ, STRESS_ZZ, STRAIN_XX, STRAIN_XY, STRAIN_XZ, STRAIN_YY, STRAIN_YZ, STRAIN_ZZ
80, 0.000000000000e+00, -6.510903961181e-17, -5.380171875000e-02, -1.594125000000e+04, 1.377034233566e-09, -3.775947827102e-09, -1.594125000000e+04, 3.729594990090e-09, -6.376500000000e+04, 1.418448039550e-16, 1.652441080279e-16, -4.531137392523e-16, -5.466828663645e-17, 4.475513988109e-16, -2.869425000000e-03
81, -8.625678121898e-17, -5.755629140868e-17, -5.380171875000e-02, -1.594125000000e+04, -5.378541126396e-10, 2.860604198411e-09, -1.594125000000e+04, 4.057503595105e-09, -6.376500000000e+04, -1.669994935160e-17, -6.454249351675e-17, 3.432725038093e-16, -3.831941873565e-17, 4.869004314125e-16, -2.869425000000e-03
82, 2.414992663542e-17, -3.467862644815e-17, -5.380171875000e-02, -1.594125000000e+04, -2.142414670158e-11, 1.052313530979e-09, -1.594125000000e+04, 4.277231777579e-09, -6.376500000000e+04, -9.716473637262e-17, -2.570897604190e-18, 1.262776237175e-16, -5.576243112735e-17, 5.132678133095e-16, -2.869425000000e-03
83, 7.501714235340e-17, -2.760163911799e-17, -5.380171875000e-02, -1.594125000000e+04, 4.545776359824e-11, -1.641669411656e-09, -1.594125000000e+04, 3.545755955172e-09, -6.376500000000e+04, 7.646616861621e-18, 5.454931631788e-18, -1.970003293987e-16, -4.289616560673e-17, 4.254907146206e-16, -2.869425000000e-03
84, 0.000000000000e+00, 4.839140146651e-18, -5.380171875000e-02, -1.594125000000e+04, -1.541473368802e-10, -3.264576862820e-10, -1.594125000000e+04, 2.590183262416e-09, -6.376499999999e+04, 7.059133377015e-17, -1.849768042563e-17, -3.917492235384e-17, -3.218699746617e-17, 3.108219914900e-16, -2.869425000000e-03
85, 0.000000000000e+00, 3.459776930265e-17, -5.380171875000e-02, -1.594125000000e+04, -5.759602099938e-10, 7.162744202882e-10, -1.594125000000e+04, 1.176490686772e-09, -6.376500000000e+04, 9.179425208411e-17, -6.911522519925e-17, 8.595293043458e-17, -7.198514328954e-17, 1.411788824126e-16, -2.869425000000e-03
86, -6.933868038185e-17, 4.699682474538e-17, -5.380171875000e-02, -1.594125000000e+04, -2.858888094269e-10, 2.783698691420e-09, -1.594125000000e+04, 1.184011068273e-09, -6.376500000000e+04, -3.491496824830e-18, -3.430665713123e-17, 3.340438429704e-16, -7.485914681276e-17, 1.420813281928e-16, -2.869425000000e-03
87, 2.019026064540e-17, 7.270651287080e-17, -5.380171875000e-02, -1.594125000000e+04, -3.261874927253e-10, -6.985790079244e-11, -1.594125000000e+04, 1.316339624440e-09, -6.376500000000e+04, -9.563138525319e-17, -3.914249912704e-17, -8.382948095092e-18, -6.928524388665e-17, 1.579607549328e-16, -2.869425000000e-03
88, 8.372056915924e-17, 8.425817945108e-17, -5.380171875000e-02, -1.594125000000e+04, -5.798964639515e-11, -1.127958545858e-09, -1.594125000000e+04, 1.088471300730e-09, -6.376499999999e+04, 2.287408560387e-17, -6.958757567418e-18, -1.353550255029e-16, -8.331992818054e-17, 1.306165560876e-16, -2.869425000000e-03
89, 0.000000000000e+00, 8.694135854009e-17, -5.380171875000e-02, -1.594125000000e+04, 1.392167181327e-09, -3.283596191358e-09, -1.594125000000e+04, 1.251978818786e-09, -6.376499999999e+04, 6.070334086420e-17, 1.670600617592e-16, -3.940315429630e-16, -1.028771476612e-16, 1.502374582543e-16, -2.869425000000e-03
90, 0.000000000000e+00, 8.770105251033e-17, -5.380171875000e-02, -1.594125000000e+04, -1.532907506900e-09, -9.178631292766e-10, -1.594125000000e+04, -1.816363532394e-09, -6.376500000000e+04, 9.571463602592e-17, -1.839489008280e-16, -1.101435755132e-16, -2.120431874867e-18, -2.179636238873e-16, -2.869425000000e-03
91, -6.154377584907e-17, 8.629767130247e-17, -5.380171875000e-02, -1.594125000000e+04, -3.499034580316e-10, 2.128782562888e-09, -1.594125000000e+04, -2.446176722666e-09, -6.376500000000e+04, -1.062612180090e-17, -4.198841496380e-17, 2.554539075465e-16, 1.226456185554e-17, -2.935412067199e-16, -2.869425000000e-03
92, 3.563470565188e-17, 1.126621170783e-16, -5.380171875000e-02, -1.594125000000e+04, -9.755101445851e-11, 1.222794923837e-09, -1.594125000000e+04, -2.172773952604e-09, -6.376500000000e+04, -9.303526516055e-17, -1.170612173502e-17, 1.467353908604e-16, 4.130923763045e-17, -2.607328743125e-16, -2.869425000000e-03
93, 8.596242205286e-17, 1.167836405444e-16, -5.380171875000e-02, -1.594125000000e+04, -4.486842216098e-11, -1.985549610904e-09, -1.594125000000e+04, -1.245383910238e-09, -6.376499999999e+04, 1.712108239584e-17, -5.384210659317e-18, -2.382659533084e-16, 4.130272421213e-17, -1.494460692286e-16, -2.869425000000e-03
94, 0.000000000000e+00, 1.270952764632e-16, -5.380171875000e-02, -1.594124999999e+04, 2.311286358655e-09, -4.923525096232e-10, -1.594125000000e+04, -1.493788460851e-09, -6.376499999999e+04, 7.736597310532e-17, 2.773543630386e-16, -5.908230115478e-17, 4.039991972004e-17, -1.792546153021e-16, -2.869424999999e-03
95, 0.000000000000e+00, 0.000000000000e+00, -5.380171875000e-02, -1.594125000000e+04, 1.092140992802e-11, -1.805130103355e-09, -1.594125000000e+04, 3.320647760728e-09, -6.376499999999e+04, 9.345935453710e-17, 1.310569191362e-18, -2.166156124026e-16, 1.034756149648e-16, 3.984777312874e-16, -2.869425000000e-03
96, -3.893187509868e-17, 0.000000000000e+00, -5.380171875000e-02, -1.594125000000e+04, -1.214042034882e-09, 2.565362974816e-09, -1.594125000000e+04, 4.327563584683e-10, -6.376500000000e+04, -1.767767259617e-17, -1.456850441859e-16, 3.078435569780e-16, 9.100292105154e-17, 5.193076301620e-17, -2.869425000000e-03
97, 3.408886316501e-17, 0.000000000000e+00, -5.380171875000e-02, -1.594125000000e+04, 3.701573709419e-10, 6.570717324176e-10, -1.594125000000e+04, -3.534076094027e-10, -6.376499999999e+04, -7.787795031783e-17, 4.441888451303e-17, 7.884860789011e-17, 1.008337854128e-16, -4.240891312833e-17, -2.869425000000e-03
98, 8.795815469778e-17, 0.000000000000e+00, -5.380171875000e-02, -1.594125000000e+04, 1.332350595719e-09, -4.935596458726e-10, -1.594124999999e+04, -2.029362858273e-09, -6.376499999999e+04, -3.193120078389e-18, 1.598820714862e-16, -5.922715750471e-17, 1.317948126952e-16, -2.435235429927e-16, -2.869424999999e-03
99, 0.000000000000e+00, 0.000000000000e+00, -5.380171875000e-02, -1.594124999999e+04, -6.435668842831e-11, -1.083127644874e-09, -1.594124999999e+04, -1.661902340573e-09, -6.376499999999e+04, 1.040381314477e-16, -7.722802611397e-18, -1.299753173849e-16, 1.735978841537e-16, -1.994282808687e-16, -2.869425000000e-03
100, 0.000000000000e+00, 0.000000000000e+00, -5.738850000000e-02, 1.305426167164e-08, -3.296584634726e-11, -6.178842098002e-09, 1.371967073283e-08, -3.143375566031e-09, 3.074342203035e-08, 2.080761211946e-16, -3.955901561672e-18, -7.414610517602e-16, 2.480236813936e-16, -3.772050679237e-16, 1.269424561127e-15
101, -1.458638208252e-16, 0.000000000000e+00, -5.738850000000e-02, 6.889383286079e-09, 3.147546635044e-09, -2.966697865696e-09, 8.695447917262e-09, -2.303515542379e-09, 1.649434011597e-08, 9.259484367805e-17, 3.777055962053e-16, -3.560037438836e-16, 2.009282779118e-16, -2.764218650855e-16, 6.688239914156e-16
102, -4.418908557588e-17, 0.000000000000e+00, -5.738850000000e-02, -2.394518361371e-09, 1.666425395278e-09, 1.345469211972e-09, 5.269786385043e-09, -1.923017935919e-09, 8.840544296618e-09, -2.608379089604e-16, 1.999710474334e-16, 1.614563054366e-16, 1.990452158942e-16, -2.307621523103e-16, 4.132487402405e-16
103, 1.736153491487e-16, 0.000000000000e+00, -5.738850000000e-02, 1.160447737902e-09, -1.761042023128e-09, 3.719647634645e-09, 4.466784275792e-09, 1.090412256042e-09, 3.728402475645e-09, -2.391094909538e-17, -2.113250427753e-16, 4.463577161574e-16, 1.744757209968e-16, 1.308494707251e-16, 1.300585209191e-16
104, 0.000000000000e+00, 0.000000000000e+00, -5.738850000000e-02, 7.046743633055e-09, 1.467751092115e-10, -1.129220423069e-09, 8.458648892429e-09, 4.591565543993e-09, 9.154575764114e-09, 1.762319075609e-16, 1.761301310538e-17, -1.355064507683e-16, 2.609164739537e-16, 5.509878652792e-16, 3.027211050192e-16
105, 0.000000000000e+00, -1.888881628220e-16, -5.738850000000e-02, 7.630092113686e-09, 3.953594685315e-09, 4.858994678251e-10, 5.226553412285e-09, -2.398136111329e-09, 1.129319571191e-08, 2.162845625907e-16, 4.744313622378e-16, 5.830793613901e-17, 7.208753038070e-17, -2.877763333594e-16, 4.362219678360e-16
106, -1.382732308280e-16, -1.777531891517e-16, -5.738850000000e-02, 1.972869867473e-09, -9.159439629533e-11, -1.606546415432e-09, 2.386299158275e-09, -6.581657189259e-10, 3.067640363952e-09, 4.410538178337e-17, -1.099132755544e-17, -1.927855698518e-16, 6.890690449279e-17, -7.897988627111e-17, 1.098220567763e-16
107, -6.123354167520e-17, -1.541430327333e-16, -5.738850000000e-02, -6.047862655123e-09, -5.591309398948e-10, 1.072623733482e-09, -2.252766861943e-09, -5.638241572385e-10, -9.653106758378e-09, -1.833432933195e-16, -6.709571278737e-17, 1.287148480178e-16, 4.437090811695e-17, -6.765889886862e-17, -3.995932985814e-16
108, 1.404683544064e-16, -1.109168449554e-16, -5.738850000000e-02, -1.815349648382e-09, -1.422775172166e-11, 2.175558983939e-09, -9.063789718766e-10, 3.514744250276e-12, -6.198192181728e-09, -1.973099871331e-17, -1.707330206599e-18, 2.610670780726e-16, 3.481407723918e-17, 4.217693100331e-19, -2.826570120811e-16
109, 0.000000000000e+00, -1.166382745989e-16, -5.738850000000e-02, 1.653948089597e-09, -2.892971417318e-09, -4.521802573773e-09, -3.112248236903e-10, -1.869852042616e-09, -1.583373432368e-09, 1.016532579081e-16, -3.471565700781e-16, -5.426163088528e-16, -1.625686025351e-17, -2.243822451139e-16, -9.266455739667e-17
110, 0.000000000000e+00, -3.313050418670e-17, -5.738850000000e-02, 3.093958866884e-09, 1.393948821828e-09, 3.654504798921e-10, -3.873367404594e-09, -3.429367103263e-12, -6.684786058031e-11, 1.940932806600e-16, 1.672738586193e-16, 4.385405758706e-17, -2.239378977913e-16, -4.115240523915e-19, 4.479110225081e-18
111, -1.741621560699e-16, -2.351443469905e-17, -5.738850000000e-02, -1.807260119335e-09, -3.954050539762e-10, -6.767749395186e-10, -5.917581091808e-09, 6.425561508927e-10, -6.472767211108e-09, 3.354263523808e-17, -4.744860647714e-17, -8.121299274223e-17, -2.130892621999e-16, 7.710673810712e-17, -2.463307335887e-16
112, -1.989989520073e-17, -5.826824077565e-18, -5.738850000000e-02, -9.424462987795e-09, -1.216733001401e-10, 1.891604920271e-09, -1.047756903461e-08, 1.394704755722e-09, -2.171747581770e-08, -1.492732435604e-16, -1.460079601682e-17, 2.269925904325e-16, -2.124582131825e-16, 1.673645706867e-16, -8.869006704992e-16
113, 1.413914275278e-16, 2.270901141184e-17, -5.738850000000e-02, -6.910536143323e-09, 1.622038150558e-10, 1.876048509709e-09, -9.226374331206e-09, 8.576942957724e-10, -1.942827054791e-08, -5.897060863017e-17, 1.946445780670e-17, 2.251258211651e-16, -1.979356034629e-16, 1.029233154927e-16, -8.100366657006e-16
114, 0.000000000000e+00, 6.317672900622e-17, -5.738850000000e-02, -1.235019198020e-09, 1.449239560274e-10, -5.255025650639e-09, -6.878217106987e-09, 8.472372078859e-10, -1.482693789967e-08, 1.553091532450e-16, 1.739087472329e-17, -6.306030780767e-16, -1.832870245687e-16, 1.016684649463e-16, -6.602249129350e-16
115, 0.000000000000e+00, 1.675817013995e-16, -5.738850000000e-02, 4.639531425710e-09, -1.836373395598e-09, 8.786455963219e-10, 1.285599182665e-09, 1.575402292886e-09, 4.435264600033e-09, 1.747600155734e-16, -2.203648074717e-16, 1.054374715586e-16, -2.647131560388e-17, 1.890482751464e-16, 1.625896682914e-16
116, -1.591351809276e-16, 1.759661888112e-16, -5.738850000000e-02, 3.019557937023e-10, -3.397004553110e-10, -8.016542218051e-10, -4.906226536150e-10, 1.247140002807e-09, -1.675395822076e-09, 3.674111597598e-17, -4.076405463732e-17, -9.619850661661e-17, -1.081096663645e-17, 1.496568003369e-16, -8.181194775998e-17
117, -2.050170333861e-17, 1.785876251505e-16, -5.738850000000e-02, -6.433424459829e-09, -5.568755142296e-10, 1.273775933045e-09, -4.149926624564e-09, 1.025128407288e-09, -1.327681786734e-08, -1.474061501769e-16, -6.682506170755e-17, 1.528531119655e-16, -1.039939484020e-17, 1.230154088745e-16, -5.579791423555e-16
118, 1.517244511338e-16, 1.494274054552e-16, -5.738850000000e-02, -3.025251160693e-09, 2.354528351188e-10, 2.472830831894e-09, -2.825595757372e-09, 1.868519978596e-09, -1.037516028646e-08, -1.924917316015e-17, 2.825434021425e-17, 2.967396998272e-16, -7.288193650024e-18, 2.242223974315e-16, -4.602514455166e-16
119, 0.000000000000e+00, 1.309034905125e-16, -5.738850000000e-02, -1.837328511556e-09, 1.759792306305e-09, -7.346810889490e-09, -3.373923362915e-09, 2.538249793522e-09, -1.431928353668e-08, 8.506839914875e-17, 2.111750767565e-16, -8.816173067388e-16, -7.128148451509e-18, 3.045899752226e-16, -6.638104034008e-16
120, 0.000000000000e+00, 0.000000000000e+00, -5.738850000000e-02, 6.629761628574e-09, -1.481160373757e-11, 1.187255229028e-09, 5.763922672486e-09, 1.674975454525e-09, 1.132320903707e-08, 1.606521733840e-16, -1.777392448508e-18, 1.424706274834e-16, 1.086196846353e-16, 2.009970545431e-16, 4.421376459396e-16
121, -1.175322692512e-16, 0.000000000000e+00, -5.738850000000e-02, 2.471040261298e-09, -2.815269353442e-09, -1.726342578770e-09, 3.581931196095e-09, -5.326650424526e-10, 4.534058462013e-09, 4.240055377058e-17, -3.378323224131e-16, -2.071611094523e-16, 1.090583707753e-16, -6.391980509431e-17, 1.660387864526e-16
122, -3.317643973568e-17, 0.000000000000e+00, -5.738850000000e-02, -3.518465518937e-09, -9.431309444258e-10, 1.880393351741e-09, 1.304186980633e-09, -3.097644858978e-09, -5.754941412306e-09, -1.314306684117e-16, -1.131757133311e-16, 2.256472022089e-16, 1.579281839173e-16, -3.717173830773e-16, -2.655685458867e-16
123, 1.344225088926e-16, 0.000000000000e+00, -5.738850000000e-02, -2.233292661913e-09, 1.407686463445e-09, 2.393808454687e-09, 9.854943527898e-10, -5.227842923219e-09, -9.471136763750e-09, -2.680512150001e-17, 1.689223756134e-16, 2.872570145624e-16, 1.663437187506e-16, -6.273411507863e-16, -4.611653940667e-16
124, 0.000000000000e+00, 0.000000000000e+00, -5.738850000000e-02, 2.611500349303e-09, 2.653318220938e-11, -7.171359364391e-09, 3.968693818024e-09, -7.147868687899e-09, 1.990201781155e-09, 7.101829889834e-17, 3.183981865126e-18, -8.605631237269e-16, 1.524275925937e-16, -8.577442425479e-16, 3.361026734705e-17
