NodeID, DISPLACEMENT_X1, DISPLACEMENT_Y1, DISPLACEMENT_Z1, STRESS_XX, STRESS_XY, STRESS_XZ, STRESS_YY, STRESS_YZ, STRESS_ZZ, STRAIN_XX, STRAIN_XY, STRAIN_XZ, STRAIN_YY, STRAIN_YZ, STRAIN_ZZ
61, 4.812875852292e-17, 1.107235110170e-16, -4.304137500000e-02, -3.188250000000e+04, -1.340706456888e-10, 1.422564989338e-09, -3.188250000000e+04, 4.476795842543e-10, -1.275300000000e+05, 1.265995236227e-17, -1.608847748265e-17, 1.707077987206e-16, 1.094063162109e-17, 5.372155011052e-17, -5.738850000000e-03
62, 1.400037300968e-17, 1.407448628218e-16, -4.304137500000e-02, -3.188250000000e+04, -2.600979324719e-10, -1.285156316316e-09, -3.188250000000e+04, -5.669446838651e-10, -1.275300000000e+05, -1.587800813635e-18, -3.121175189663e-17, -1.542187579580e-16, 1.794457074753e-17, -6.803336206381e-17, -5.738850000000e-03
63, -1.818919365541e-17, 1.607586521629e-16, -4.304137500000e-02, -3.188250000000e+04, -2.572586649911e-10, -2.315453472956e-09, -3.188250000000e+04, 2.193129610350e-10, -1.275300000000e+05, 3.604630317876e-18, -3.087103979893e-17, -2.778544167548e-16, 2.220082249519e-17, 2.631755532419e-17, -5.738850000000e-03
64, 0.000000000000e+00, 1.733555177374e-16, -4.304137500000e-02, -3.188250000000e+04, 3.162767238781e-09, 2.543765855662e-09, -3.188250000000e+04, -3.693592536368e-10, -1.275300000000e+05, 1.308491448249e-17, 3.795320686537e-16, 3.052519026795e-16, 1.809536772027e-17, -4.432311043641e-17, -5.738850000000e-03
65, 0.000000000000e+00, 4.444336744314e-17, -4.304137500000e-02, -3.188250000000e+04, -1.104835171966e-09, -2.064974876546e-09, -3.188250000000e+04, -2.202631067460e-09, -1.275300000000e+05, -5.645541965106e-17, -1.325802206359e-16, -2.477969851855e-16, 7.501787811927e-17, -2.643157280952e-16, -5.738850000000e-03
66, 4.889229135728e-17, 5.442845685667e-17, -4.304137500000e-02, -3.188250000000e+04, -1.431238370597e-10, 7.584078758256e-10, -3.188250000000e+04, -1.910530683139e-09, -1.275300000000e+05, 3.395675037742e-18, -1.717486044717e-17, 9.100894509907e-17, 9.033411111393e-17, -2.292636819767e-16, -5.738850000000e-03
67, 2.200562067185e-17, 7.446557885767e-17, -4.304137500000e-02, -3.188250000000e+04, -1.492589541522e-10, -1.022457162972e-09, -3.188250000000e+04, -1.830121462547e-09, -1.275300000000e+05, 9.623126147148e-18, -1.791107449827e-17, -1.226948595566e-16, 1.069545710457e-16, -2.196145755057e-16, -5.738850000000e-03
68, 2.524718875627e-18, 9.670012091776e-17, -4.304137500000e-02, -3.188250000000e+04, 1.070857253513e-11, -2.730056942875e-09, -3.188250000000e+04, -2.083811744845e-09, -1.275300000000e+05, -1.664532390125e-19, 1.285028704216e-18, -3.276068331451e-16, 8.439079144113e-17, -2.500574093814e-16, -5.738850000000e-03
69, 0.000000000000e+00, 8.841807612070e-17, -4.304137500000e-02, -3.188250000000e+04, 1.704209590171e-09, 6.840532582172e-09, -3.188250000000e+04, -2.080223952447e-09, -1.275300000000e+05, 3.075072375931e-17, 2.045051508205e-16, 8.208639098606e-16, 1.166291958971e-16, -2.496268742937e-16, -5.738850000000e-03
70, 0.000000000000e+00, 0.000000000000e+00, -4.304137500000e-02, -3.188250000000e+04, 1.660144359919e-11, -3.630972722648e-09, -3.188250000000e+04, 2.875323922182e-09, -1.275300000000e+05, -3.947775783524e-17, 1.992173231903e-18, -4.357167267177e-16, 8.787587012478e-17, 3.450388706618e-16, -5.738850000000e-03
71, 5.194253213812e-17, 0.000000000000e+00, -4.304137500000e-02, -3.188250000000e+04, 5.869549011499e-10, 1.252056915742e-09, -3.188250000000e+04, 1.629833127940e-09, -1.275300000000e+05, -1.903428348784e-17, 7.043458813799e-17, 1.502468298891e-16, 8.663081551885e-17, 1.955799753528e-16, -5.738850000000e-03
72, 3.372290516771e-17, 0.000000000000e+00, -4.304137500000e-02, -3.188250000000e+04, 1.709483879651e-10, -6.263446967430e-10, -3.188250000000e+04, 3.479856985628e-09, -1.275300000000e+05, 1.701006601605e-17, 2.051380655581e-17, -7.516136360916e-17, 9.843075460892e-17, 4.175828382754e-16, -5.738850000000e-03
73, -1.392428547610e-17, 0.000000000000e+00, -4.304137500000e-02, -3.188250000000e+04, -1.896635823203e-10, -2.769131621783e-09, -3.188250000000e+04, 5.984420529857e-09, -1.275300000000e+05, 1.116790545028e-17, -2.275962987844e-17, -3.322957946139e-16, 1.532657269921e-16, 7.181304635828e-16, -5.738850000000e-03
74, 0.000000000000e+00, 0.000000000000e+00, -4.304137500000e-02, -3.188250000000e+04, 4.307176277387e-11, 6.418302043714e-09, -3.188250000000e+04, 6.341796431347e-09, -1.275300000000e+05, 2.119038187825e-17, 5.168611532865e-18, 7.701962452457e-16, 1.143518973165e-16, 7.610155717616e-16, -5.738850000000e-03
75, 0.000000000000e+00, 0.000000000000e+00, -5.380171875000e-02, -1.594125000000e+04, -7.347021270410e-11, -6.781989976095e-09, -1.594125000000e+04, -6.402687812488e-09, -6.376500000000e+04, 1.926074891201e-16, -8.816425524492e-18, -8.138387971314e-16, 1.540721086369e-16, -7.683225374986e-16, -2.869425000000e-03
76, -9.507118862951e-17, 0.000000000000e+00, -5.380171875000e-02, -1.594125000000e+04, 1.913975170414e-09, 2.798769236314e-09, -1.594125000000e+04, -1.417287558700e-09, -6.376500000000e+04, -3.857106442020e-17, 2.296770204497e-16, 3.358523083577e-16, 1.108250863342e-16, -1.700745070440e-16, -2.869425000000e-03
77, 9.862842202775e-18, 0.000000000000e+00, -5.380171875000e-02, -1.594125000000e+04, -4.093162897184e-10, 5.910552754529e-10, -1.594125000000e+04, -2.490727698845e-09, -6.376500000000e+04, -9.490266355901e-17, -4.911795476621e-17, 7.092663305434e-17, 6.664308935425e-17, -2.988873238614e-16, -2.869425000000e-03
78, 5.748586382136e-17, 0.000000000000e+00, -5.380171875000e-02, -1.594125000000e+04, -1.449568745755e-09, -1.331032210043e-09, -1.594125000000e+04, -9.045626748676e-10, -6.376500000000e+04, -4.661969918822e-18, -1.739482494906e-16, -1.597238652052e-16, 3.803192645502e-17, -1.085475209841e-16, -2.869425000000e-03
79, 0.000000000000e+00, 0.000000000000e+00, -5.380171875000e-02, -1.594125000000e+04, -1.987035546542e-11, 3.649596566667e-09, -1.594125000000e+04, 6.792840038947e-10, -6.376499999999e+04, 8.366390667599e-17, -2.384442655851e-18, 4.379515880000e-16, 1.573056666088e-17, 8.151408046736e-17, -2.869425000000e-03
