NodeID, PRESSURE1, DISPLACEMENT_X1, DISPLACEMENT_Y1, DISPLACEMENT_Z1, STRESS_XX, STRESS_YY, STRESS_ZZ, STRESS_XY, STRESS_XZ, STRESS_YZ, STRAIN_XX, STRAIN_YY, STRAIN_ZZ, STRAIN_XY, STRAIN_XZ, STRAIN_YZ
23, 2.000000000000e+07, 7.499999999999e-04, 9.999999999999e-04, 0.000000000000e+00, 2.000000000000e+07, 1.999999999999e+07, 1.999999999999e+07, -1.893698396367e-06, 2.955790673586e-06, 1.040274740988e-06, 1.000000000000e-03, 9.999999999997e-04, 9.999999999992e-04, -4.734245990917e-16, 7.389476683966e-16, 2.600686852471e-16
24, 2.000000000000e+07, 1.000000000000e-03, 1.000000000000e-03, 0.000000000000e+00, 2.000000000000e+07, 2.000000000000e+07, 1.999999999999e+07, 2.661206114721e-06, -1.614572110647e-07, -2.779088164778e-07, 9.999999999998e-04, 9.999999999998e-04, 9.999999999996e-04, 6.653015286802e-16, -4.036430276618e-17, -6.947720411944e-17
25, 2.000000000000e+07, 0.000000000000e+00, 0.000000000000e+00, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -3.879138377736e-07, -2.075469892484e-06, -2.208297879131e-06, 1.000000000000e-03, 1.000000000000e-03, 9.999999999999e-04, -9.697845944341e-17, -5.188674731210e-16, -5.520744697829e-16
26, 2.000000000000e+07, 2.500000000000e-04, 0.000000000000e+00, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 1.926111149663e-07, 1.569673633687e-06, -8.835923366286e-07, 1.000000000000e-03, 9.999999999997e-04, 1.000000000000e-03, 4.815277874158e-17, 3.924184084219e-16, -2.208980841572e-16
27, 2.000000000000e+07, 5.000000000000e-04, 0.000000000000e+00, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -9.499360851515e-08, -1.112055646387e-07, -8.549143832175e-07, 9.999999999999e-04, 1.000000000000e-03, 1.000000000000e-03, -2.374840212879e-17, -2.780139115967e-17, -2.137285958044e-16
28, 2.000000000000e+07, 7.500000000000e-04, 0.000000000000e+00, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.377236016836e-06, 1.911320780583e-06, 1.973803539034e-06, 1.000000000000e-03, 9.999999999998e-04, 9.999999999998e-04, -3.443090042090e-16, 4.778301951458e-16, 4.934508847586e-16
29, 2.000000000000e+07, 9.999999999999e-04, 0.000000000000e+00, 2.499999999999e-04, 1.999999999999e+07, 2.000000000000e+07, 2.000000000000e+07, 2.087998970940e-06, -2.902690309985e-06, 2.189886125312e-06, 9.999999999992e-04, 1.000000000000e-03, 1.000000000000e-03, 5.219997427351e-16, -7.256725774961e-16, 5.474715313279e-16
30, 2.000000000000e+07, 0.000000000000e+00, 2.500000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 8.305239789248e-07, -8.937835394714e-07, 1.309998850515e-06, 9.999999999996e-04, 1.000000000000e-03, 1.000000000000e-03, 2.076309947312e-16, -2.234458848679e-16, 3.274997126288e-16
31, 2.000000000000e+07, 2.500000000000e-04, 2.500000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.218669421021e-06, -6.373911387373e-07, -8.788938139988e-07, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, -3.046673552552e-16, -1.593477846843e-16, -2.197234534997e-16
32, 2.000000000000e+07, 5.000000000000e-04, 2.500000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -2.940439517340e-07, 6.086617851837e-07, 1.669292298352e-07, 1.000000000000e-03, 9.999999999999e-04, 9.999999999999e-04, -7.351098793351e-17, 1.521654462959e-16, 4.173230745880e-17
33, 2.000000000000e+07, 7.500000000000e-04, 2.500000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.701210875251e-07, 7.248737457766e-07, -1.046565368111e-06, 9.999999999999e-04, 1.000000000000e-03, 1.000000000000e-03, -4.253027188126e-17, 1.812184364441e-16, -2.616413420279e-16
34, 2.000000000000e+07, 1.000000000000e-03, 2.500000000001e-04, 2.500000000000e-04, 2.000000000001e+07, 2.000000000000e+07, 2.000000000000e+07, 1.776554716416e-06, 9.615928673423e-07, 1.402413299021e-06, 1.000000000001e-03, 9.999999999999e-04, 1.000000000000e-03, 4.441386791041e-16, 2.403982168356e-16, 3.506033247553e-16
35, 2.000000000000e+07, 0.000000000000e+00, 5.000000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 1.735961661981e-07, -9.633619182524e-07, -3.939227513214e-08, 1.000000000000e-03, 9.999999999998e-04, 1.000000000000e-03, 4.339904154952e-17, -2.408404795631e-16, -9.848068783036e-18
36, 2.000000000000e+07, 2.500000000000e-04, 5.000000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -8.750685648028e-08, 2.970822401862e-07, 5.893922197977e-07, 9.999999999999e-04, 1.000000000000e-03, 9.999999999999e-04, -2.187671412007e-17, 7.427056004655e-17, 1.473480549494e-16
37, 2.000000000000e+07, 5.000000000000e-04, 5.000000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -6.040542105539e-07, -3.693914982301e-07, -4.332480764045e-07, 1.000000000000e-03, 9.999999999999e-04, 1.000000000000e-03, -1.510135526385e-16, -9.234787455753e-17, -1.083120191011e-16
38, 2.000000000000e+07, 7.500000000000e-04, 5.000000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 5.836216073838e-08, 3.072557740426e-07, -2.053888105357e-07, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, 1.459054018459e-17, 7.681394351064e-17, -5.134720263394e-17
39, 2.000000000000e+07, 1.000000000000e-03, 5.000000000000e-04, 2.500000000001e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -7.279285595776e-07, -9.899451601211e-08, -6.342777851360e-07, 9.999999999999e-04, 1.000000000000e-03, 1.000000000000e-03, -1.819821398944e-16, -2.474862900303e-17, -1.585694462840e-16
40, 2.000000000000e+07, 0.000000000000e+00, 7.500000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.772506267593e-06, 2.351770224331e-06, 2.385883803527e-06, 9.999999999998e-04, 1.000000000000e-03, 9.999999999998e-04, -4.431265668982e-16, 5.879425560826e-16, 5.964709508818e-16
41, 2.000000000000e+07, 2.500000000000e-04, 7.500000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 2.639363887520e-07, -1.265768162076e-06, 1.049932708611e-06, 1.000000000000e-03, 9.999999999999e-04, 1.000000000000e-03, 6.598409718801e-17, -3.164420405191e-16, 2.624831771526e-16
42, 2.000000000000e+07, 5.000000000000e-04, 7.500000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 2.790826098912e-07, -3.793515501416e-07, 3.517252296672e-07, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, 6.977065247279e-17, -9.483788753541e-17, 8.793130741680e-17
43, 2.000000000000e+07, 7.500000000000e-04, 7.500000000000e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 4.557450269619e-07, -5.137137608102e-07, -4.649101713285e-07, 1.000000000000e-03, 1.000000000000e-03, 9.999999999997e-04, 1.139362567405e-16, -1.284284402026e-16, -1.162275428321e-16
44, 2.000000000000e+07, 1.000000000000e-03, 7.500000000001e-04, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 2.352019176087e-06, 4.014235807884e-08, -4.943045547548e-07, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, 5.880047940217e-16, 1.003558951971e-17, -1.235761386887e-16
45, 2.000000000000e+07, 0.000000000000e+00, 9.999999999999e-04, 2.499999999999e-04, 2.000000000000e+07, 1.999999999999e+07, 2.000000000000e+07, 2.106559558180e-06, 2.931136088147e-06, -3.574052270465e-06, 1.000000000000e-03, 9.999999999993e-04, 1.000000000000e-03, 5.266398895450e-16, 7.327840220367e-16, -8.935130676162e-16
46, 2.000000000000e+07, 2.500000000000e-04, 1.000000000000e-03, 2.500000000000e-04, 2.000000000000e+07, 2.000000000001e+07, 2.000000000000e+07, 1.584970810097e-06, 9.678478971762e-07, 4.818641354808e-07, 1.000000000000e-03, 1.000000000001e-03, 1.000000000000e-03, 3.962427025243e-16, 2.419619742940e-16, 1.204660338702e-16
47, 2.000000000000e+07, 5.000000000000e-04, 1.000000000000e-03, 2.500000000001e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.056449754050e-06, -1.021760829053e-06, -2.195143563738e-07, 1.000000000000e-03, 9.999999999998e-04, 1.000000000000e-03, -2.641124385124e-16, -2.554402072633e-16, -5.487858909344e-17
48, 2.000000000000e+07, 7.500000000000e-04, 1.000000000000e-03, 2.500000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 2.247412080898e-06, -5.683298944386e-07, 2.737806286796e-08, 9.999999999999e-04, 1.000000000000e-03, 1.000000000000e-03, 5.618530202245e-16, -1.420824736096e-16, 6.844515716990e-18
49, 2.000000000000e+07, 1.000000000000e-03, 1.000000000000e-03, 2.499999999999e-04, 1.999999999999e+07, 1.999999999999e+07, 2.000000000000e+07, -1.426433918916e-06, 1.219731453956e-07, 1.815739299727e-07, 9.999999999997e-04, 9.999999999997e-04, 9.999999999999e-04, -3.566084797290e-16, 3.049328634889e-17, 4.539348249317e-17
50, 2.000000000000e+07, 0.000000000000e+00, 0.000000000000e+00, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -6.783802649003e-08, 3.845803616932e-08, -1.400983147225e-07, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, -1.695950662251e-17, 9.614509042329e-18, -3.502457868061e-17
51, 2.000000000000e+07, 2.500000000000e-04, 0.000000000000e+00, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -2.800852682235e-07, -5.470088289383e-07, -7.318011065750e-07, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, -7.002131705588e-17, -1.367522072346e-16, -1.829502766437e-16
52, 2.000000000000e+07, 5.000000000000e-04, 0.000000000000e+00, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.608142232834e-08, 2.041006763554e-07, -4.486421685913e-07, 1.000000000000e-03, 9.999999999999e-04, 1.000000000000e-03, -4.020355582084e-18, 5.102516908886e-17, -1.121605421478e-16
53, 2.000000000000e+07, 7.500000000000e-04, 0.000000000000e+00, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 3.986647537718e-07, -9.517341988379e-07, -5.236407259594e-07, 1.000000000000e-03, 1.000000000000e-03, 9.999999999999e-04, 9.966618844294e-17, -2.379335497095e-16, -1.309101814898e-16
54, 2.000000000000e+07, 1.000000000000e-03, 0.000000000000e+00, 4.999999999999e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -4.760448110798e-08, -1.816784292714e-06, 2.510806082148e-06, 1.000000000000e-03, 1.000000000000e-03, 9.999999999997e-04, -1.190112027699e-17, -4.541960731785e-16, 6.277015205371e-16
55, 2.000000000000e+07, 0.000000000000e+00, 2.500000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -3.286122014364e-07, -7.340627161023e-07, -9.707704460658e-07, 1.000000000000e-03, 1.000000000000e-03, 9.999999999999e-04, -8.215305035909e-17, -1.835156790256e-16, -2.426926115164e-16
56, 2.000000000000e+07, 2.500000000000e-04, 2.500000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 4.104446883038e-09, 3.351965612500e-07, -1.132010370950e-07, 9.999999999999e-04, 9.999999999999e-04, 1.000000000000e-03, 1.026111720759e-18, 8.379914031251e-17, -2.830025927376e-17
57, 2.000000000000e+07, 5.000000000000e-04, 2.500000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -7.855129278572e-07, -3.117612164512e-07, -5.310111633058e-07, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, -1.963782319643e-16, -7.794030411280e-17, -1.327527908265e-16
58, 2.000000000000e+07, 7.500000000000e-04, 2.500000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.882599532453e-07, 2.010191225157e-07, 4.415681067934e-07, 1.000000000000e-03, 9.999999999999e-04, 1.000000000000e-03, -4.706498831132e-17, 5.025478062894e-17, 1.103920266983e-16
59, 2.000000000000e+07, 1.000000000000e-03, 2.500000000001e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.554904145526e-07, -1.354757480599e-06, 2.711969568882e-07, 9.999999999997e-04, 1.000000000000e-03, 9.999999999999e-04, -3.887260363815e-17, -3.386893701499e-16, 6.779923922204e-17
60, 2.000000000000e+07, 0.000000000000e+00, 5.000000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.019485629297e-07, -8.322854948729e-07, 1.980997944835e-07, 9.999999999999e-04, 1.000000000000e-03, 1.000000000000e-03, -2.548714073243e-17, -2.080713737182e-16, 4.952494862088e-17
61, 2.000000000000e+07, 2.500000000000e-04, 5.000000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -8.014572453577e-07, -2.297444004768e-07, -4.409873385291e-07, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, -2.003643113394e-16, -5.743610011919e-17, -1.102468346323e-16
62, 2.000000000000e+07, 5.000000000000e-04, 5.000000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -6.818150310010e-07, -1.781788570547e-07, -3.231570928530e-07, 9.999999999998e-04, 9.999999999998e-04, 9.999999999998e-04, -1.704537577503e-16, -4.454471426366e-17, -8.078927321325e-17
63, 2.000000000000e+07, 7.499999999999e-04, 5.000000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 9.490508750700e-07, 1.310156381754e-06, -1.333601065794e-07, 9.999999999996e-04, 1.000000000000e-03, 1.000000000000e-03, 2.372627187675e-16, 3.275390954385e-16, -3.334002664486e-17
64, 2.000000000000e+07, 9.999999999999e-04, 5.000000000001e-04, 5.000000000001e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 2.041834956842e-06, 1.189836618928e-06, 6.392376456583e-09, 1.000000000001e-03, 9.999999999997e-04, 9.999999999997e-04, 5.104587392105e-16, 2.974591547321e-16, 1.598094114146e-18
65, 2.000000000000e+07, 0.000000000000e+00, 7.500000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 4.701966924073e-07, -2.146181939253e-07, -2.555506444204e-07, 1.000000000000e-03, 1.000000000000e-03, 9.999999999999e-04, 1.175491731018e-16, -5.365454848134e-17, -6.388766110510e-17
66, 2.000000000000e+07, 2.500000000000e-04, 7.500000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -2.305704325612e-07, 1.447962734483e-07, 5.386015043797e-07, 9.999999999999e-04, 1.000000000000e-03, 1.000000000000e-03, -5.764260814030e-17, 3.619906836207e-17, 1.346503760949e-16
67, 2.000000000000e+07, 5.000000000000e-04, 7.499999999999e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 8.795514129942e-07, -3.012082759363e-07, 1.289412919118e-06, 1.000000000000e-03, 9.999999999996e-04, 1.000000000000e-03, 2.198878532486e-16, -7.530206898408e-17, 3.223532297794e-16
68, 2.000000000000e+07, 7.500000000000e-04, 7.500000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 1.128311959916e-06, 2.311524402277e-07, 1.409268595110e-07, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, 2.820779899789e-16, 5.778811005691e-17, 3.523171487774e-17
69, 2.000000000000e+07, 1.000000000000e-03, 7.500000000000e-04, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 6.120171173140e-07, -1.136158858176e-06, -2.287797979361e-06, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, 1.530042793285e-16, -2.840397145441e-16, -5.719494948402e-16
70, 2.000000000000e+07, 0.000000000000e+00, 1.000000000000e-03, 4.999999999999e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -2.108231756576e-08, 3.304230959296e-06, -2.574425567805e-06, 1.000000000000e-03, 1.000000000000e-03, 9.999999999997e-04, -5.270579391440e-18, 8.260577398239e-16, -6.436063919513e-16
71, 2.000000000000e+07, 2.500000000001e-04, 1.000000000000e-03, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 9.348406412557e-08, -3.198150126063e-07, -1.765139214434e-06, 1.000000000000e-03, 9.999999999996e-04, 9.999999999999e-04, 2.337101603139e-17, -7.995375315158e-17, -4.412848036086e-16
72, 2.000000000000e+07, 5.000000000001e-04, 9.999999999999e-04, 5.000000000001e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 2.155881989749e-06, -4.290464555642e-07, 1.231402446604e-06, 9.999999999997e-04, 1.000000000001e-03, 9.999999999997e-04, 5.389704974371e-16, -1.072616138911e-16, 3.078506116509e-16
73, 2.000000000000e+07, 7.500000000000e-04, 1.000000000000e-03, 5.000000000000e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, 3.631818458069e-07, -2.281346100674e-06, -1.009159452205e-06, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, 9.079546145172e-17, -5.703365251686e-16, -2.522898630512e-16
74, 2.000000000000e+07, 1.000000000000e-03, 1.000000000000e-03, 4.999999999999e-04, 2.000000000000e+07, 2.000000000000e+07, 2.000000000000e+07, -1.138119644065e-06, -1.189853363959e-06, -1.290687465231e-06, 1.000000000000e-03, 1.000000000000e-03, 1.000000000000e-03, -2.845299110162e-16, -2.974633409897e-16, -3.226718663078e-16
