"TIME", "TEMPERATURE1"
0.000000000000e+00, 0.000000000000e+00
3.906250000000e+05, 6.534114391560e-02
7.812500000000e+05, 1.609980310956e-01
1.171875000000e+06, 2.437677743120e-01
1.562500000000e+06, 3.102485007423e-01
1.953125000000e+06, 3.635580915831e-01
2.343750000000e+06, 4.069714905598e-01
2.734375000000e+06, 4.429803661827e-01
3.125000000000e+06, 4.733677927281e-01
3.515625000000e+06, 4.994049968735e-01
3.906250000000e+06, 5.220106774593e-01
4.296875000000e+06, 5.418612339699e-01
4.687500000000e+06, 5.594643593666e-01
5.078125000000e+06, 5.752081703816e-01
5.468750000000e+06, 5.893944216466e-01
5.859375000000e+06, 6.022613452628e-01
6.250000000000e+06, 6.139996439130e-01
6.640625000000e+06, 6.247638915196e-01
7.031250000000e+06, 6.346807991644e-01
7.421875000000e+06, 6.438553039020e-01
7.812500000000e+06, 6.523751202143e-01
8.203125000000e+06, 6.603141887113e-01
8.593750000000e+06, 6.677353221368e-01
8.984375000000e+06, 6.746922590618e-01
9.375000000000e+06, 6.812312749255e-01
9.765625000000e+06, 6.873924583464e-01
1.015625000000e+07, 6.932107315238e-01
1.054687500000e+07, 6.987166729854e-01
1.093750000000e+07, 7.039371862169e-01
1.132812500000e+07, 7.088960470513e-01
1.171875000000e+07, 7.136143548872e-01
1.210937500000e+07, 7.181109070294e-01
1.250000000000e+07, 7.224025111234e-01
1.289062500000e+07, 7.265042474012e-01
1.328125000000e+07, 7.304296899730e-01
1.367187500000e+07, 7.341910944992e-01
1.406250000000e+07, 7.377995581036e-01
1.445312500000e+07, 7.412651562457e-01
1.484375000000e+07, 7.445970603660e-01
1.523437500000e+07, 7.478036394144e-01
1.562500000000e+07, 7.508925478010e-01
1.601562500000e+07, 7.538708018626e-01
1.640625000000e+07, 7.567448465734e-01
1.679687500000e+07, 7.595206139348e-01
1.718750000000e+07, 7.622035742435e-01
1.757812500000e+07, 7.647987812392e-01
1.796875000000e+07, 7.673109119779e-01
1.835937500000e+07, 7.697443021419e-01
1.875000000000e+07, 7.721029773910e-01
1.914062500000e+07, 7.743906812678e-01
1.953125000000e+07, 7.766109000967e-01
1.992187500000e+07, 7.787668852506e-01
2.031250000000e+07, 7.808616731081e-01
2.070312500000e+07, 7.828981029789e-01
2.109375000000e+07, 7.848788332371e-01
2.148437500000e+07, 7.868063558701e-01
2.187500000000e+07, 7.886830096241e-01
2.226562500000e+07, 7.905109919026e-01
2.265625000000e+07, 7.922923695559e-01
2.304687500000e+07, 7.940290886810e-01
2.343750000000e+07, 7.957229835383e-01
2.382812500000e+07, 7.973757846767e-01
2.421875000000e+07, 7.989891263485e-01
2.460937500000e+07, 8.005645532881e-01
2.500000000000e+07, 8.021035269154e-01
2.539062500000e+07, 8.036074310233e-01
2.578125000000e+07, 8.050775769969e-01
2.617187500000e+07, 8.065152086111e-01
2.656250000000e+07, 8.079215064449e-01
2.695312500000e+07, 8.092975919493e-01
2.734375000000e+07, 8.106445311991e-01
2.773437500000e+07, 8.119633383585e-01
2.812500000000e+07, 8.132549788850e-01
2.851562500000e+07, 8.145203724949e-01
2.890625000000e+07, 8.157603959118e-01
2.929687500000e+07, 8.169758854151e-01
2.968750000000e+07, 8.181676392070e-01
3.007812500000e+07, 8.193364196119e-01
3.046875000000e+07, 8.204829551231e-01
3.085937500000e+07, 8.216079423084e-01
3.125000000000e+07, 8.227120475857e-01
3.164062500000e+07, 8.237959088803e-01
3.203125000000e+07, 8.248601371716e-01
3.242187500000e+07, 8.259053179384e-01
3.281250000000e+07, 8.269320125112e-01
3.320312500000e+07, 8.279407593373e-01
3.359375000000e+07, 8.289320751659e-01
3.398437500000e+07, 8.299064561595e-01
3.437500000000e+07, 8.308643789361e-01
3.476562500000e+07, 8.318063015476e-01
3.515625000000e+07, 8.327326643996e-01
3.554687500000e+07, 8.336438911154e-01
3.593750000000e+07, 8.345403893492e-01
3.632812500000e+07, 8.354225515518e-01
3.671875000000e+07, 8.362907556917e-01
3.710937500000e+07, 8.371453659348e-01
3.750000000000e+07, 8.379867332857e-01
3.789062500000e+07, 8.388151961930e-01
3.828125000000e+07, 8.396310811207e-01
3.867187500000e+07, 8.404347030880e-01
3.906250000000e+07, 8.412263661804e-01
3.945312500000e+07, 8.420063640325e-01
3.984375000000e+07, 8.427749802853e-01
4.023437500000e+07, 8.435324890189e-01
4.062500000000e+07, 8.442791551632e-01
4.101562500000e+07, 8.450152348869e-01
4.140625000000e+07, 8.457409759660e-01
4.179687500000e+07, 8.464566181346e-01
4.218750000000e+07, 8.471623934169e-01
4.257812500000e+07, 8.478585264431e-01
4.296875000000e+07, 8.485452347498e-01
4.335937500000e+07, 8.492227290651e-01
4.375000000000e+07, 8.498912135803e-01
4.414062500000e+07, 8.505508862083e-01
4.453125000000e+07, 8.512019388293e-01
4.492187500000e+07, 8.518445575255e-01
4.531250000000e+07, 8.524789228044e-01
4.570312500000e+07, 8.531052098112e-01
4.609375000000e+07, 8.537235885326e-01
4.648437500000e+07, 8.543342239896e-01
4.687500000000e+07, 8.549372764232e-01
4.726562500000e+07, 8.555329014707e-01
4.765625000000e+07, 8.561212503342e-01
4.804687500000e+07, 8.567024699416e-01
4.843750000000e+07, 8.572767031014e-01
4.882812500000e+07, 8.578440886491e-01
4.921875000000e+07, 8.584047615888e-01
4.960937500000e+07, 8.589588532280e-01
5.000000000000e+07, 8.595064913063e-01
5.039062500000e+07, 8.600478001194e-01
5.078125000000e+07, 8.605829006377e-01
5.117187500000e+07, 8.611119106194e-01
5.156250000000e+07, 8.616349447196e-01
5.195312500000e+07, 8.621521145945e-01
5.234375000000e+07, 8.626635290016e-01
5.273437500000e+07, 8.631692938957e-01
5.312500000000e+07, 8.636695125211e-01
5.351562500000e+07, 8.641642854998e-01
5.390625000000e+07, 8.646537109171e-01
5.429687500000e+07, 8.651378844027e-01
5.468750000000e+07, 8.656168992093e-01
5.507812500000e+07, 8.660908462882e-01
5.546875000000e+07, 8.665598143617e-01
5.585937500000e+07, 8.670238899926e-01
5.625000000000e+07, 8.674831576518e-01
5.664062500000e+07, 8.679376997825e-01
5.703125000000e+07, 8.683875968623e-01
5.742187500000e+07, 8.688329274634e-01
5.781250000000e+07, 8.692737683096e-01
5.820312500000e+07, 8.697101943326e-01
5.859375000000e+07, 8.701422787248e-01
