"TIME", "TEMPERATURE1"
0.000000000000e+00, 0.000000000000e+00
3.906250000000e+05, 3.690166837963e-14
7.812500000000e+05, 7.431852139926e-13
1.171875000000e+06, 7.532677142293e-12
1.562500000000e+06, 5.132877837022e-11
1.953125000000e+06, 2.650274510447e-10
2.343750000000e+06, 1.108026399534e-09
2.734375000000e+06, 3.913944325235e-09
3.125000000000e+06, 1.203432515522e-08
3.515625000000e+06, 3.292888900867e-08
3.906250000000e+06, 8.156678024646e-08
4.296875000000e+06, 1.854204332982e-07
4.687500000000e+06, 3.911506598104e-07
5.078125000000e+06, 7.728295044196e-07
5.468750000000e+06, 1.441281711048e-06
5.859375000000e+06, 2.553906219060e-06
6.250000000000e+06, 4.324211361217e-06
6.640625000000e+06, 7.030281218604e-06
7.031250000000e+06, 1.102147939711e-05
7.421875000000e+06, 1.672286432970e-05
7.812500000000e+06, 2.463700173623e-05
8.203125000000e+06, 3.534307987684e-05
8.593750000000e+06, 4.949343318367e-05
8.984375000000e+06, 6.780774094676e-05
9.375000000000e+06, 9.106528105633e-05
9.765625000000e+06, 1.200956836741e-04
1.015625000000e+07, 1.557686511787e-04
1.054687500000e+07, 1.989830971187e-04
1.093750000000e+07, 2.506561177105e-04
1.132812500000e+07, 3.117121538305e-04
1.171875000000e+07, 3.830726374690e-04
1.210937500000e+07, 4.656463506101e-04
1.250000000000e+07, 5.603206611451e-04
1.289062500000e+07, 6.679537428245e-04
1.328125000000e+07, 7.893678361888e-04
1.367187500000e+07, 9.253435656611e-04
1.406250000000e+07, 1.076615294535e-03
1.445312500000e+07, 1.243867473969e-03
1.484375000000e+07, 1.427731923480e-03
1.523437500000e+07, 1.628785967911e-03
1.562500000000e+07, 1.847551348358e-03
1.601562500000e+07, 2.084493821200e-03
1.640625000000e+07, 2.340023359211e-03
1.679687500000e+07, 2.614494871070e-03
1.718750000000e+07, 2.908209359579e-03
1.757812500000e+07, 3.221415444225e-03
1.796875000000e+07, 3.554311179664e-03
1.835937500000e+07, 3.907046108139e-03
1.875000000000e+07, 4.279723490330e-03
1.914062500000e+07, 4.672402665507e-03
1.953125000000e+07, 5.085101498063e-03
1.992187500000e+07, 5.517798873223e-03
2.031250000000e+07, 5.970437210182e-03
2.070312500000e+07, 6.442924965797e-03
2.109375000000e+07, 6.935139106435e-03
2.148437500000e+07, 7.446927529589e-03
2.187500000000e+07, 7.978111420392e-03
2.226562500000e+07, 8.528487531318e-03
2.265625000000e+07, 9.097830376052e-03
2.304687500000e+07, 9.685894330885e-03
2.343750000000e+07, 1.029241563903e-02
2.382812500000e+07, 1.091711431493e-02
2.421875000000e+07, 1.155969594719e-02
2.460937500000e+07, 1.221985339980e-02
2.500000000000e+07, 1.289726841258e-02
2.539062500000e+07, 1.359161310228e-02
2.578125000000e+07, 1.430255136678e-02
2.617187500000e+07, 1.502974019500e-02
2.656250000000e+07, 1.577283088583e-02
2.695312500000e+07, 1.653147017956e-02
2.734375000000e+07, 1.730530130533e-02
2.773437500000e+07, 1.809396494872e-02
2.812500000000e+07, 1.889710014309e-02
2.851562500000e+07, 1.971434508883e-02
2.890625000000e+07, 2.054533790424e-02
2.929687500000e+07, 2.138971731211e-02
2.968750000000e+07, 2.224712326560e-02
3.007812500000e+07, 2.311719751712e-02
3.046875000000e+07, 2.399958413400e-02
3.085937500000e+07, 2.489392996400e-02
3.125000000000e+07, 2.579988505436e-02
3.164062500000e+07, 2.671710302725e-02
3.203125000000e+07, 2.764524141475e-02
3.242187500000e+07, 2.858396195629e-02
3.281250000000e+07, 2.953293086106e-02
3.320312500000e+07, 3.049181903817e-02
3.359375000000e+07, 3.146030229687e-02
3.398437500000e+07, 3.243806151909e-02
3.437500000000e+07, 3.342478280654e-02
3.476562500000e+07, 3.442015760429e-02
3.515625000000e+07, 3.542388280280e-02
3.554687500000e+07, 3.643566082012e-02
3.593750000000e+07, 3.745519966587e-02
3.632812500000e+07, 3.848221298871e-02
3.671875000000e+07, 3.951642010849e-02
3.710937500000e+07, 4.055754603469e-02
3.750000000000e+07, 4.160532147217e-02
3.789062500000e+07, 4.265948281554e-02
3.828125000000e+07, 4.371977213314e-02
3.867187500000e+07, 4.478593714170e-02
3.906250000000e+07, 4.585773117251e-02
3.945312500000e+07, 4.693491313010e-02
3.984375000000e+07, 4.801724744406e-02
4.023437500000e+07, 4.910450401485e-02
4.062500000000e+07, 5.019645815423e-02
4.101562500000e+07, 5.129289052096e-02
4.140625000000e+07, 5.239358705229e-02
4.179687500000e+07, 5.349833889183e-02
4.218750000000e+07, 5.460694231426e-02
4.257812500000e+07, 5.571919864735e-02
4.296875000000e+07, 5.683491419160e-02
4.335937500000e+07, 5.795390013806e-02
4.375000000000e+07, 5.907597248453e-02
4.414062500000e+07, 6.020095195041e-02
4.453125000000e+07, 6.132866389072e-02
4.492187500000e+07, 6.245893820928e-02
4.531250000000e+07, 6.359160927145e-02
4.570312500000e+07, 6.472651581664e-02
4.609375000000e+07, 6.586350087066e-02
4.648437500000e+07, 6.700241165828e-02
4.687500000000e+07, 6.814309951602e-02
4.726562500000e+07, 6.928541980528e-02
4.765625000000e+07, 7.042923182617e-02
4.804687500000e+07, 7.157439873182e-02
4.843750000000e+07, 7.272078744360e-02
4.882812500000e+07, 7.386826856708e-02
4.921875000000e+07, 7.501671630903e-02
4.960937500000e+07, 7.616600839533e-02
5.000000000000e+07, 7.731602598999e-02
5.039062500000e+07, 7.846665361536e-02
5.078125000000e+07, 7.961777907336e-02
5.117187500000e+07, 8.076929336809e-02
5.156250000000e+07, 8.192109062954e-02
5.195312500000e+07, 8.307306803871e-02
5.234375000000e+07, 8.422512575391e-02
5.273437500000e+07, 8.537716683844e-02
5.312500000000e+07, 8.652909718960e-02
5.351562500000e+07, 8.768082546900e-02
5.390625000000e+07, 8.883226303424e-02
5.429687500000e+07, 8.998332387199e-02
5.468750000000e+07, 9.113392453227e-02
5.507812500000e+07, 9.228398406428e-02
5.546875000000e+07, 9.343342395339e-02
5.585937500000e+07, 9.458216805958e-02
5.625000000000e+07, 9.573014255711e-02
5.664062500000e+07, 9.687727587563e-02
5.703125000000e+07, 9.802349864247e-02
5.742187500000e+07, 9.916874362627e-02
5.781250000000e+07, 1.003129456819e-01
5.820312500000e+07, 1.014560416965e-01
5.859375000000e+07, 1.025979705372e-01
5.898437500000e+07, 1.037386729993e-01
5.937500000000e+07, 1.048780917562e-01
5.976562500000e+07, 1.060161713109e-01
6.015625000000e+07, 1.071528579474e-01
6.054687500000e+07, 1.082880996845e-01
6.093750000000e+07, 1.094218462301e-01
6.132812500000e+07, 1.105540489368e-01
6.171875000000e+07, 1.116846607584e-01
6.210937500000e+07, 1.128136362077e-01
6.250000000000e+07, 1.139409313153e-01
6.289062500000e+07, 1.150665035889e-01
6.328125000000e+07, 1.161903119748e-01
6.367187500000e+07, 1.173123168190e-01
6.406250000000e+07, 1.184324798300e-01
6.445312500000e+07, 1.195507640427e-01
6.484375000000e+07, 1.206671337825e-01
6.523437500000e+07, 1.217815546313e-01
6.562500000000e+07, 1.228939933933e-01
6.601562500000e+07, 1.240044180624e-01
6.640625000000e+07, 1.251127977900e-01
6.679687500000e+07, 1.262191028543e-01
6.718750000000e+07, 1.273233046293e-01
6.757812500000e+07, 1.284253755557e-01
6.796875000000e+07, 1.295252891116e-01
6.835937500000e+07, 1.306230197851e-01
6.875000000000e+07, 1.317185430460e-01
6.914062500000e+07, 1.328118353200e-01
6.953125000000e+07, 1.339028739621e-01
6.992187500000e+07, 1.349916372318e-01
7.031250000000e+07, 1.360781042680e-01
7.070312500000e+07, 1.371622550652e-01
7.109375000000e+07, 1.382440704503e-01
7.148437500000e+07, 1.393235320596e-01
7.187500000000e+07, 1.404006223166e-01
7.226562500000e+07, 1.414753244105e-01
7.265625000000e+07, 1.425476222753e-01
7.304687500000e+07, 1.436175005691e-01
7.343750000000e+07, 1.446849446541e-01
7.382812500000e+07, 1.457499405774e-01
7.421875000000e+07, 1.468124750521e-01
7.460937500000e+07, 1.478725354386e-01
7.500000000000e+07, 1.489301097269e-01
7.539062500000e+07, 1.499851865190e-01
7.578125000000e+07, 1.510377550121e-01
7.617187500000e+07, 1.520878049818e-01
7.656250000000e+07, 1.531353267661e-01
7.695312500000e+07, 1.541803112495e-01
7.734375000000e+07, 1.552227498481e-01
7.773437500000e+07, 1.562626344944e-01
7.812500000000e+07, 1.572999576228e-01
7.851562500000e+07, 1.583347121557e-01
7.890625000000e+07, 1.593668914896e-01
7.929687500000e+07, 1.603964894817e-01
7.968750000000e+07, 1.614235004369e-01
8.007812500000e+07, 1.624479190951e-01
8.046875000000e+07, 1.634697406190e-01
8.085937500000e+07, 1.644889605817e-01
8.125000000000e+07, 1.655055749554e-01
8.164062500000e+07, 1.665195800997e-01
8.203125000000e+07, 1.675309727508e-01
8.242187500000e+07, 1.685397500103e-01
8.281250000000e+07, 1.695459093349e-01
8.320312500000e+07, 1.705494485261e-01
8.359375000000e+07, 1.715503657202e-01
8.398437500000e+07, 1.725486593787e-01
8.437500000000e+07, 1.735443282787e-01
8.476562500000e+07, 1.745373715037e-01
8.515625000000e+07, 1.755277884347e-01
8.554687500000e+07, 1.765155787412e-01
8.593750000000e+07, 1.775007423732e-01
8.632812500000e+07, 1.784832795524e-01
8.671875000000e+07, 1.794631907644e-01
8.710937500000e+07, 1.804404767509e-01
8.750000000000e+07, 1.814151385018e-01
8.789062500000e+07, 1.823871772479e-01
8.828125000000e+07, 1.833565944538e-01
8.867187500000e+07, 1.843233918105e-01
8.906250000000e+07, 1.852875712287e-01
8.945312500000e+07, 1.862491348323e-01
8.984375000000e+07, 1.872080849515e-01
9.023437500000e+07, 1.881644241168e-01
9.062500000000e+07, 1.891181550524e-01
9.101562500000e+07, 1.900692806708e-01
9.140625000000e+07, 1.910178040663e-01
9.179687500000e+07, 1.919637285096e-01
9.218750000000e+07, 1.929070574423e-01
9.257812500000e+07, 1.938477944714e-01
9.296875000000e+07, 1.947859433641e-01
9.335937500000e+07, 1.957215080423e-01
9.375000000000e+07, 1.966544925783e-01
9.414062500000e+07, 1.975849011892e-01
9.453125000000e+07, 1.985127382328e-01
9.492187500000e+07, 1.994380082026e-01
9.531250000000e+07, 2.003607157233e-01
9.570312500000e+07, 2.012808655466e-01
9.609375000000e+07, 2.021984625469e-01
9.648437500000e+07, 2.031135117171e-01
9.687500000000e+07, 2.040260181646e-01
9.726562500000e+07, 2.049359871074e-01
9.765625000000e+07, 2.058434238703e-01
9.804687500000e+07, 2.067483338809e-01
9.843750000000e+07, 2.076507226664e-01
9.882812500000e+07, 2.085505958497e-01
9.921875000000e+07, 2.094479591462e-01
9.960937500000e+07, 2.103428183605e-01
1.000000000000e+08, 2.112351793828e-01
1.003906250000e+08, 2.121250481860e-01
1.007812500000e+08, 2.130124308225e-01
1.011718750000e+08, 2.138973334215e-01
1.015625000000e+08, 2.147797621856e-01
