NodeID, DISPLACEMENT_X1, DISPLACEMENT_Y1, TEMPERATURE1, STRESS_XX, STRESS_XY, STRESS_YY, STRESS_ZZ, STRAIN_XX, STRAIN_XY, STRAIN_YY, STRAIN_ZZ
116, 2.412089732933e-10, 3.291485634834e-13, 2.499999998992e+01, -3.787080130744e-02, -4.267748867608e-04, 2.250119304161e-02, -2.982485253036e-03, -1.743766762783e-11, -4.267748867608e-13, 1.274832954670e-11, 6.490399373162e-15
117, 1.462539755876e-10, -1.059331404962e-14, 2.500000000001e+01, -2.351471873543e-02, 1.161797043874e-05, 6.997805069419e-03, -4.146817756677e-03, -9.690794688584e-12, 1.161797043874e-14, 5.565467213838e-12, -6.844199209591e-15
118, 4.610361327433e-10, -2.519166131299e-12, 2.500000008977e+01, -3.341812959894e-02, 1.671772841347e-02, 9.007032217406e-02, -5.487915672419e-02, -1.831481143611e-11, 1.671772841347e-11, 4.342941445039e-11, -2.904532499874e-11
119, 2.303362047446e-10, -2.850775154260e-13, 2.499999999783e+01, -3.604964899405e-02, 5.217227045766e-04, 1.973207436304e-02, -3.746392407200e-03, -1.610548864714e-11, 5.217227045766e-13, 1.178537303141e-11, 4.613964628815e-14
120, 4.022821457328e-10, -4.113121473722e-12, 2.500000032647e+01, -5.753421711139e-02, -6.527701062802e-03, 2.096591582164e-02, -5.767218446194e-02, -6.244248885772e-12, -6.527701062802e-12, 3.300581758074e-11, -6.313232561045e-12
121, 4.426658127828e-10, -2.731676519267e-12, 2.500000103060e+01, -1.229472385296e-01, 3.588836109720e-03, -4.122746608550e-02, -9.071600702955e-02, -1.693124104290e-12, 3.588836109720e-12, 3.916676211778e-11, 1.442249164576e-11
122, 4.536706609081e-10, 2.593983389418e-11, 2.500000027678e+01, -6.423355465074e-02, -4.846727696279e-02, 5.793338854441e-02, -5.983288181096e-02, -1.865355337943e-11, -4.846727696279e-11, 4.242991821814e-11, -1.645321695954e-11
123, 2.197333231181e-10, -4.657947320798e-14, 2.499999999843e+01, -3.448110730010e-02, 9.945889913079e-05, 1.776808012748e-02, -3.644826327028e-03, -1.526521695239e-11, 9.945889913079e-14, 1.085937676140e-11, 1.529235341449e-13
124, 4.464169665149e-10, 6.558667078240e-12, 2.500000090172e+01, -1.017441538657e-01, 1.224363339342e-03, -4.944059661933e-02, -1.162261994527e-01, 1.158332015679e-11, 1.224363339342e-12, 3.773509877996e-11, 4.342297363259e-12
125, 2.021805198046e-10, -5.230480270090e-14, 2.499999999942e+01, -3.116600157748e-02, -4.112915864255e-05, 1.478587786832e-02, -4.088067889987e-03, -1.355718660436e-11, -4.112915864255e-14, 9.418753118540e-12, -1.821976061612e-14
126, 2.006886885525e-10, -8.106042408517e-14, 2.500000000327e+01, -3.128368522974e-02, 1.191542674246e-04, 1.413770069553e-02, -4.438483749595e-03, -1.335356576006e-11, 1.191542674246e-13, 9.357127202577e-12, 6.903498001671e-14
127, 4.541211444235e-10, -2.061410800380e-12, 2.500000110525e+01, -1.328612900837e-01, -8.588324888190e-03, -4.688393480442e-02, -9.654736821345e-02, -1.752975018480e-12, -8.588324888190e-12, 4.123570262116e-11, 1.640398591664e-11
128, 2.166259542830e-10, 5.816052738210e-14, 2.500000000057e+01, -3.385632792757e-02, -1.105006477138e-04, 1.698473387238e-02, -3.985182283673e-03, -1.482759089982e-11, -1.105006477138e-13, 1.059294000015e-11, 1.079819221249e-13
129, 1.154545221638e-10, -1.712492395900e-14, 2.500000000001e+01, -2.016018160255e-02, 6.613768921736e-06, 3.613820057831e-03, -4.136436177097e-03, -8.011519464986e-12, 6.613768921736e-15, 3.875481365203e-12, 3.532477388129e-16
130, 1.978819697300e-10, 1.052518400137e-14, 2.500000000000e+01, -3.079164032947e-02, -1.053799598372e-04, 1.403008689003e-02, -3.935879664559e-03, -1.333437500820e-11, -1.053799598372e-13, 9.076488601548e-12, 9.350532425260e-14
131, 9.213950164947e-11, -1.679762972398e-14, 2.499999999999e+01, -1.812375177660e-02, 2.738560390513e-06, 1.562220165316e-03, -4.133329275790e-03, -6.992535411117e-12, 2.738560390513e-15, 2.850450559843e-12, 2.675839290051e-15
132, 3.658354064961e-11, -1.828730177079e-14, 2.500000000000e+01, -1.415957506986e-02, 1.798558828999e-06, -2.387499025091e-03, -4.135499217071e-03, -5.011559971916e-12, 1.798558828999e-15, 8.744780504691e-13, 4.779544788876e-16
133, 9.540017342228e-11, 2.506452074665e-14, 2.499999999997e+01, -1.838981298401e-02, -4.111823843097e-06, 1.843524492444e-03, -4.131734808516e-03, -7.128054945152e-12, -4.111823843097e-15, 2.988613793074e-12, 9.841425941676e-16
134, 2.604669922784e-10, 4.775125045200e-13, 2.499999998142e+01, -4.139167939083e-02, -5.688594380399e-04, 2.756674768490e-02, -2.628669460756e-03, -1.966974045658e-11, -5.688594380399e-13, 1.480947308128e-11, -2.882354915456e-13
135, 8.671553545040e-11, -1.294045680093e-14, 2.499999999999e+01, -1.759306535403e-02, 8.205077590936e-06, 1.057000551608e-03, -4.133346974404e-03, -6.729887649993e-12, 8.205077590936e-15, 2.595145302827e-12, -2.846017866416e-17
136, 8.666331337374e-11, 6.068993753830e-15, 2.500000000000e+01, -1.753830328684e-02, -9.516080545296e-07, 1.004446006785e-03, -4.137171334316e-03, -6.702027590048e-12, -9.516080545296e-16, 2.569347056767e-12, -1.461613783413e-15
137, 2.193006437802e-10, -1.634311431544e-13, 2.499999999827e+01, -3.448434559958e-02, -2.789743564926e-05, 1.776318778630e-02, -3.619305962353e-03, -1.527244502138e-11, -2.789743564926e-14, 1.085132167156e-11, 1.600747972291e-13
138, 4.888930729227e-10, 9.682430823281e-12, 2.500000131902e+01, -1.171328911865e-01, -7.196610403659e-03, -7.621252333939e-02, -1.650239967813e-01, 2.467288842439e-11, -7.196610403659e-12, 4.513307234794e-11, 7.273356270075e-13
139, 3.480187201169e-11, -3.095052718955e-15, 2.500000000000e+01, -1.404555070624e-02, 2.799203680510e-06, -2.496461033206e-03, -4.135609812290e-03, -4.955052871099e-12, 2.799203680510e-15, 8.194919654164e-13, -8.242412535455e-17
140, 1.094339526990e-10, 1.716446970365e-14, 2.499999999996e+01, -1.972035246616e-02, -5.870513080993e-06, 3.157261348964e-03, -4.130130143334e-03, -7.792097671213e-12, -5.870513080993e-15, 3.646709236350e-12, 3.013490201111e-15
141, 3.474403133312e-11, 6.535743704133e-15, 2.500000000000e+01, -1.400386201006e-02, -1.966386793156e-06, -2.537007845745e-03, -4.136860619373e-03, -4.934168029457e-12, -1.966386793156e-15, 7.992590527025e-13, -6.673341116927e-16
142, 1.089853459105e-10, 2.490468995291e-16, 2.499999999999e+01, -1.966002048550e-02, -6.258504334258e-06, 3.101596583429e-03, -4.132722315470e-03, -7.761298180405e-12, -6.258504334258e-15, 3.619510354061e-12, 2.350904611510e-15
143, 4.785030716876e-10, -1.141297563808e-11, 2.500000118062e+01, -1.700551090838e-01, -4.315471240175e-03, -4.942295772737e-02, -9.048762920499e-02, -1.388541257626e-11, -4.315471240175e-12, 4.643066310196e-11, 2.589832736315e-11
144, 3.622197742418e-11, 3.099308101160e-15, 2.500000000000e+01, -1.410523215208e-02, -1.394747866541e-06, -2.436591839379e-03, -4.139265876746e-03, -4.984470974464e-12, -1.394747866541e-15, 8.498491818867e-13, -1.487836796857e-15
145, 2.330636760802e-10, -2.182459382701e-14, 2.500000000973e+01, -3.718399111887e-02, -2.530860173900e-05, 1.885421737465e-02, -5.025802132156e-03, -1.588105756593e-11, -2.530860173900e-14, 1.213804668083e-11, 1.980369274292e-13
146, 9.316403158319e-11, -1.138622956292e-14, 2.500000000000e+01, -1.813049261860e-02, 1.169229811648e-08, 1.593446933862e-03, -4.141241212033e-03, -6.997515901895e-12, 1.169229811648e-17, 2.864453874337e-12, -2.890198610374e-15
147, 5.124150813159e-10, -3.517175227928e-12, 2.500000184311e+01, -2.243969198999e-01, 1.032666357902e-02, -1.263250500224e-01, -1.398904956221e-01, 1.245745210412e-12, 1.032666357902e-11, 5.028168014918e-11, 4.349895734932e-11
148, 4.835798229787e-10, 4.646896313744e-12, 2.500000153885e+01, -1.767458710760e-01, 2.060298092054e-02, -9.515244116571e-02, -1.293317873668e-01, 4.906658867818e-12, 2.060298092054e-11, 4.570337382297e-11, 2.861370072243e-11
149, 8.575574934513e-11, -1.364869861842e-14, 2.500000000000e+01, -1.746261076756e-02, 4.336158022114e-06, 9.216920909771e-04, -4.135684448787e-03, -6.663522288037e-12, 4.336158022114e-15, 2.528629141231e-12, -5.912865070639e-17
150, 3.020380550825e-10, -3.513692547514e-13, 2.499999998648e+01, -4.955793969054e-02, -5.761842490577e-04, 3.609564182054e-02, -3.067581288910e-03, -2.364095982970e-11, -5.761842490577e-13, 1.918583092584e-11, -3.957806288876e-13
151, 3.009491092036e-10, -1.166872356242e-12, 2.500000002575e+01, -5.038427194885e-02, 2.812482087536e-03, 3.090990423480e-02, -7.850788725532e-03, -2.142617498694e-11, 2.812482087536e-12, 1.922091310488e-11, -1.594333752842e-13
152, 2.865277060129e-11, -1.194538741973e-14, 2.500000000000e+01, -1.374729612138e-02, -2.371731996990e-07, -2.800771365487e-03, -4.134486076451e-03, -4.805387340946e-12, -2.371731996990e-16, 6.678750370019e-13, 1.017681520195e-15
153, 1.968973631221e-10, 1.176564281862e-13, 2.500000000067e+01, -3.060626461595e-02, -1.403317628307e-04, 1.390582757365e-02, -4.233156759735e-03, -1.318109374821e-11, -1.403317628307e-13, 9.074952346593e-12, 5.460179900759e-15
154, 5.588985601490e-10, -2.030418292486e-12, 2.500000266375e+01, -3.463768354199e-01, -1.898966162968e-02, -2.158881922551e-01, -1.845912441313e-01, -4.470835409549e-12, -1.898966162968e-11, 6.077348617287e-11, 7.642196023480e-11
155, 1.791476475566e-10, 1.926200812678e-14, 2.500000000132e+01, -2.799742130541e-02, -3.882049693918e-05, 1.119775690882e-02, -4.220754760865e-03, -1.185389736189e-11, -3.882049693918e-14, 7.743691745218e-12, 3.443591037714e-14
156, 1.941129500696e-10, 9.204426822690e-15, 2.500000000171e+01, -3.014056351855e-02, -6.229460111465e-05, 1.346525592098e-02, -4.403800322954e-03, -1.290353445467e-11, -6.229460111465e-14, 8.899375265094e-12, -3.515285687451e-14
157, 5.350444479466e-10, -1.825049880451e-12, 2.500000241679e+01, -3.148977687718e-01, 4.993349306410e-04, -1.776221622856e-01, -1.444108843696e-01, -1.278186646222e-11, 4.993349306410e-13, 5.585593678087e-11, 7.246157573885e-11
158, 3.248156743576e-11, 3.976708721630e-15, 2.500000000000e+01, -1.396235678426e-02, 1.027130518183e-07, -2.586789113453e-03, -4.134722020063e-03, -4.912888029882e-12, 1.027130518183e-16, 7.748958055197e-13, 9.293522148930e-16
159, 3.324706457402e-11, -1.867129907314e-14, 2.500000000000e+01, -1.396582544520e-02, 1.692960010881e-06, -2.576754881029e-03, -4.136985545380e-03, -4.914980850249e-12, 1.692960010881e-15, 7.795544318389e-13, -5.609003364566e-16
160, 5.361169270272e-10, -2.161823851049e-11, 2.500000226832e+01, -1.992223641513e-01, -2.955610543425e-03, -1.261467063940e-01, -2.122162938134e-01, 2.330484091546e-11, -2.955610543425e-12, 5.984266979412e-11, 1.680787608440e-11
161, 3.236622036307e-11, 3.173556095154e-15, 2.500000000000e+01, -1.390250936083e-02, -1.239560651267e-06, -2.643482371418e-03, -4.134542411873e-03, -4.883172209067e-12, -1.239560651267e-15, 7.463412856375e-13, 8.112654097518e-16
162, 1.977201245834e-10, -6.164372760397e-14, 2.500000000073e+01, -3.072099864692e-02, 5.515753497844e-05, 1.411353905438e-02, -4.262144601181e-03, -1.324432779660e-11, 5.515753497844e-14, 9.172941054050e-12, -1.490077372970e-14
163, 5.213855444637e-10, -8.966157526636e-12, 2.500000179032e+01, -2.310559486411e-01, -3.883421836470e-04, -1.179723499843e-01, -1.358781358982e-01, -5.205242471263e-12, -3.883421836470e-13, 5.133655685716e-11, 4.238366390021e-11
164, 2.938428818624e-10, 1.020744020116e-12, 2.500000003069e+01, -4.828925736579e-02, -6.779843836011e-04, 3.012291671169e-02, -8.459659706743e-03, -2.067276123876e-11, -6.779843836011e-13, 1.853332579998e-11, -7.579624092380e-13
165, 2.039064855984e-10, -4.581553640364e-14, 2.500000000356e+01, -3.190852090257e-02, 9.055838220469e-05, 1.464727664570e-02, -4.387003694176e-03, -1.365888355846e-11, 9.055838220469e-14, 9.619015215681e-12, 1.018750457417e-13
166, 3.101800211290e-10, -2.091654889990e-12, 2.500000003730e+01, -5.526070219151e-02, 4.491174101600e-03, 3.296998186582e-02, -7.002931291552e-03, -2.352542267556e-11, 4.491174101600e-12, 2.058991935310e-11, 6.034627744194e-13
167, 2.638374359924e-10, 2.214380980512e-13, 2.500000001160e+01, -4.177898270033e-02, -4.881230173776e-04, 2.451133403368e-02, -6.545461454202e-03, -1.804826323101e-11, -4.881230173776e-13, 1.509689513599e-11, -4.315026079500e-13
168, 7.414075240470e-11, -2.192950492313e-14, 2.500000000000e+01, -1.664752786813e-02, 2.483858442332e-06, 9.683564434813e-05, -4.136792260774e-03, -6.255024583517e-12, 2.483858442332e-15, 2.117157172722e-12, 3.432201608768e-16
169, 3.135666454287e-11, 7.220505207846e-15, 2.500000000000e+01, -1.382515476148e-02, -2.032216000159e-06, -2.723400011750e-03, -4.138496398793e-03, -4.843997062376e-12, -2.032216000159e-15, 7.068803124896e-13, -6.678810319567e-16
170, 2.768892642440e-10, 3.492925018745e-13, 2.500000001100e+01, -4.438454715930e-02, -1.363132963711e-05, 2.839293508915e-02, -6.475872474121e-03, -1.966774449828e-11, -1.363132963711e-14, 1.672099662595e-11, -7.134071556882e-13
171, 1.507839971661e-10, -2.729922935898e-14, 2.500000000004e+01, -2.415247276910e-02, 1.225135392154e-05, 7.650091272266e-03, -4.147185707651e-03, -1.000939934420e-11, 1.225135392154e-14, 5.891882676481e-12, -6.755813477233e-15
172, 1.556056469990e-10, -1.636491014116e-14, 2.499999999988e+01, -2.507882974426e-02, -1.121506146737e-06, 8.519611602251e-03, -4.114612455022e-03, -1.047575220176e-11, -1.121506146737e-15, 6.323468471498e-12, 6.356442861818e-15
173, 1.508466228768e-10, -4.163321407062e-14, 2.499999999954e+01, -2.409395928591e-02, 3.586561787771e-05, 7.605795688476e-03, -4.058129377392e-03, -1.001071873495e-11, 3.586561787771e-14, 5.839158752244e-12, 7.196219310695e-15
174, 1.571137924029e-10, 5.552669211906e-14, 2.499999999930e+01, -2.491326582627e-02, -4.131007399661e-05, 8.453571188045e-03, -4.044308646897e-03, -1.043404800428e-11, -4.131007399661e-14, 6.249370502878e-12, 4.305854075036e-16
175, 5.329747601795e-10, -5.006236558036e-12, 2.500000211907e+01, -2.586173953068e-01, -1.734520107319e-02, -1.534283106885e-01, -1.552152809967e-01, 2.028707220336e-12, -1.734520107319e-11, 5.462324952950e-11, 5.372976437543e-11
176, 5.714397956491e-10, -4.996160736094e-12, 2.500000268038e+01, -3.448347299475e-01, -3.177617837514e-02, -2.101360277310e-01, -1.876086249672e-01, -3.968388841338e-12, -3.177617837514e-11, 6.338096226688e-11, 7.464466364882e-11
177, 2.949697340125e-10, -4.761775572999e-13, 2.500000003271e+01, -4.853329910466e-02, 1.685856885033e-04, 3.006387874566e-02, -8.395332489949e-03, -2.064746783268e-11, 1.685856885033e-13, 1.865112109248e-11, -5.784845253258e-13
178, 5.658172721358e-10, -3.568495488734e-12, 2.500000220592e+01, -2.818746200709e-01, 3.056448563405e-02, -1.135854264789e-01, -1.433721320141e-01, -2.028202022640e-11, 3.056448563405e-11, 6.386257656963e-11, 4.896922380202e-11
179, 2.680848281107e-10, 6.569284382458e-14, 2.500000001869e+01, -4.208316522194e-02, -5.041269049461e-04, 2.521842272473e-02, -7.272559560916e-03, -1.802020616961e-11, -5.041269049461e-13, 1.563058780373e-11, -6.149033390943e-13
180, 2.841710554630e-10, -1.976424321417e-13, 2.500000001636e+01, -4.588654532774e-02, 8.141870760339e-04, 2.779280230553e-02, -6.806521339029e-03, -1.991402521901e-11, 8.141870760339e-13, 1.692564859762e-11, -3.740132246575e-13
181, 7.048867123051e-11, 1.696281026258e-14, 2.499999999998e+01, -1.628700290188e-02, -3.549632916282e-06, -2.639993310875e-04, -4.131539770149e-03, -6.075866667680e-12, -3.549632916282e-15, 1.935635117717e-12, 1.864898186462e-15
182, 7.434721433665e-11, -1.372113601850e-15, 2.500000000000e+01, -1.667343606682e-02, -1.249180752178e-06, 1.227510825258e-04, -4.134112142317e-03, -6.268226756666e-12, -1.249180752178e-15, 2.129866818007e-12, 1.435205585799e-15
183, 9.068544738259e-10, -2.459229199495e-11, 2.499999638765e+01, -3.446735476740e-01, 4.515324181306e-03, 7.854864212363e-01, 5.289121469642e-01, -4.211069073037e-10, 4.515324181306e-12, 1.439730771515e-10, 1.568594001540e-11
184, 5.222538354103e-10, -5.937147890028e-12, 2.500000169676e+01, -2.253074287969e-01, 1.407956080960e-02, -8.076951623877e-02, -1.102716401985e-01, -1.901748891793e-11, 1.407956080960e-11, 5.325146736111e-11, 3.850040538127e-11
185, 9.198873551704e-10, 1.096312321971e-11, 2.499999627435e+01, -3.429726163433e-01, -1.180148657660e-02, 7.743461630620e-01, 5.193505382922e-01, -4.136804772840e-10, -1.180148657660e-11, 1.449789124187e-10, 1.748110003380e-11
186, 1.794932500634e-10, -4.634552944524e-14, 2.500000000096e+01, -2.818999245807e-02, 8.514271720662e-05, 1.151963526642e-02, -4.285818201163e-03, -1.196651139390e-11, 8.514271720662e-14, 7.888302468338e-12, -1.442426545227e-14
187, 2.963236045809e-10, 2.842131996684e-13, 2.500000000944e+01, -4.636019844587e-02, -6.111016902953e-04, 3.157754269588e-02, -7.923773450611e-03, -2.046386574322e-11, -6.111016902953e-13, 1.850500482765e-11, -1.245653245595e-12
188, 7.265721539151e-10, -5.402099431725e-11, 2.499999982185e+01, -5.716179416147e-01, 1.526411919829e-01, 2.723324309469e-01, 4.054377210338e-01, -3.213101884041e-10, 1.526411919829e-10, 1.006649978766e-10, 1.672176429201e-10
189, 4.918353856438e-10, 5.913129303325e-12, 2.500000251638e+01, -1.655237045290e-01, 1.266346008225e-02, -1.453623961288e-01, -2.398447660396e-01, 4.550916036646e-11, 1.266346008225e-11, 5.558981456656e-11, 8.348629611158e-12
190, 5.327399210932e-10, -7.311309588908e-12, 2.500000178954e+01, -1.985151614284e-01, -2.760437646370e-02, -8.612163188214e-02, -1.463712097670e-01, -3.914995751171e-14, -2.760437646370e-11, 5.615761481560e-11, 2.603282587318e-11
191, 2.979193326372e-10, -1.032471949483e-12, 2.500000002754e+01, -5.043860859580e-02, 1.555857189563e-03, 3.018582579477e-02, -7.209555496095e-03, -2.155136432863e-11, 1.555857189563e-12, 1.876085286666e-11, 6.316222122501e-14
192, 1.662952511954e-10, 3.659570847343e-15, 2.499999999998e+01, -2.619495084040e-02, -2.004239103394e-05, 9.657808468272e-03, -4.146240573502e-03, -1.102811476833e-11, -2.004239103394e-14, 6.898264886009e-12, -3.759634877895e-15
193, 1.680245281737e-10, 4.446700803027e-14, 2.500000000016e+01, -2.630235863727e-02, -5.947366299753e-05, 9.770859171881e-03, -4.167098515895e-03, -1.107586404799e-11, -5.947366299753e-14, 6.960744856587e-12, -8.233987300539e-15
194, 1.073057983439e-10, 1.401659641065e-14, 2.500000000000e+01, -1.944420374088e-02, -7.472897416665e-06, 2.916858604602e-03, -4.141120975949e-03, -7.655470703471e-12, -7.472897416665e-15, 3.525060469269e-12, -3.929321007310e-15
195, 2.639790824914e-11, -2.012918622983e-14, 2.500000000000e+01, -1.357581489470e-02, 3.688089460571e-07, -2.970102666018e-03, -4.136709673067e-03, -4.719718970360e-12, 3.688089460571e-16, 5.831371439831e-13, -1.663595415105e-16
196, 1.453307764627e-10, 3.333580646204e-15, 2.499999999996e+01, -2.341725557917e-02, -1.954208688192e-05, 6.854908275721e-03, -4.121299756787e-03, -9.642316790100e-12, -1.954208688192e-14, 5.493765137346e-12, 5.661121092064e-15
197, 6.256007786779e-11, -7.900219047618e-16, 2.500000000000e+01, -1.572842585298e-02, -7.865792963348e-07, -8.134774991656e-04, -4.140193140567e-03, -5.795995284944e-12, -7.865792963348e-16, 1.661478891962e-12, -1.878928739124e-15
198, 1.170462145045e-10, -2.414730499357e-14, 2.499999999996e+01, -2.031223522585e-02, 1.430924801228e-05, 3.764981027909e-03, -4.133084424563e-03, -8.089923754380e-12, 1.430924801228e-14, 3.948684372500e-12, -3.483537360479e-16
199, 1.472123133181e-10, 3.185373606686e-14, 2.500000000004e+01, -2.381205366546e-02, -1.772176465039e-05, 7.202350420390e-03, -4.129253507671e-03, -9.829478522604e-12, -1.772176465039e-14, 5.677723520322e-12, 1.192155629140e-14
200, 8.693215441443e-10, 1.080788192182e-12, 2.499999707310e+01, -4.263155695105e-01, 5.051664991366e-02, 6.806900183891e-01, 5.354978491502e-01, -4.196107732315e-10, 5.051664991366e-11, 1.338920207183e-10, 6.129593609880e-11
201, 3.903806693344e-10, 2.941748406909e-12, 2.499999975767e+01, -7.338083566126e-02, -3.518167112451e-03, 8.688567689993e-02, 2.725961232139e-02, -4.958336519687e-11, -3.518167112451e-12, 3.054989108372e-11, 7.368587944534e-13
202, 1.497613391027e-10, -5.035410731076e-14, 2.499999999973e+01, -2.408688905104e-02, 2.681817677140e-05, 7.563600868394e-03, -4.104911106264e-03, -9.991089150297e-12, 2.681817677140e-14, 5.834155809420e-12, -1.001779089174e-16
203, 6.717570751368e-11, 1.521994074302e-14, 2.500000000001e+01, -1.603431921327e-02, -3.131617920135e-06, -5.066741975202e-04, -4.136995092578e-03, -5.949141973085e-12, -3.131617920135e-15, 1.814680534791e-12, -4.799127382335e-16
204, 2.939235715166e-10, 9.914325511712e-13, 2.500000002298e+01, -4.758526282191e-02, -2.596542460441e-03, 3.055696926088e-02, -7.332799720664e-03, -2.074127292272e-11, -2.596542460441e-12, 1.832984311867e-11, -6.150413720997e-13
205, 3.738905421497e-10, 1.528640311329e-12, 2.500000001203e+01, -7.378748548371e-02, -4.378951616608e-03, 5.206063619660e-02, -3.797408829074e-03, -3.409567732913e-11, -4.378951616608e-12, 2.882838351102e-11, 8.993609981862e-13
206, 3.915397609331e-10, -3.366462011285e-12, 2.499999983643e+01, -7.736428809453e-02, 6.552334273699e-03, 7.728704358473e-02, 1.875051656770e-02, -4.623956176738e-11, 6.552334273699e-12, 3.108610407225e-11, 1.817840563738e-12
207, 4.001433008789e-10, 1.396006749728e-12, 2.499999972638e+01, -5.734835440816e-02, 6.254500390471e-03, 9.301399245132e-02, 1.222068411208e-02, -4.293973812628e-11, 6.254500390471e-12, 3.224143530346e-11, -8.155218866160e-12
208, 5.877735752455e-11, -2.198929713867e-15, 2.500000000000e+01, -1.552526722764e-02, 3.365046952990e-06, -1.017219392403e-03, -4.137187329308e-03, -5.694600795664e-12, 3.365046952990e-15, 1.559423121956e-12, -5.608464961345e-16
209, 5.875564473731e-11, 1.474509543451e-15, 2.500000000000e+01, -1.543814104767e-02, -1.380033226204e-06, -1.100072417469e-03, -4.136749206652e-03, -5.651573492821e-12, -1.380033226204e-15, 1.517460822278e-12, -8.775723139056e-16
210, 1.818513983153e-11, -9.414226596457e-15, 2.500000000000e+01, -1.323175084995e-02, 3.723151706675e-07, -3.308907094242e-03, -4.138896429684e-03, -4.547976597712e-12, 3.723151706675e-16, 4.134452801426e-13, -1.549387578317e-15
211, 3.815408695532e-10, 5.482424582780e-12, 2.499999987838e+01, -5.989379469134e-02, -9.784486213478e-03, 7.174324192535e-02, 1.211404405759e-03, -3.610832196221e-11, -9.784486213478e-12, 2.971019634613e-11, -5.555722413664e-12
212, 8.391231131778e-10, -2.554054473299e-11, 2.499999712725e+01, -3.630936820936e-01, 6.766220984499e-02, 6.736120674484e-01, 5.067724883178e-01, -3.914893666768e-10, 6.766220984499e-11, 1.268635080942e-10, 4.344371852886e-11
213, 9.841896288604e-11, 2.049830792616e-14, 2.500000000000e+01, -1.850761034681e-02, -1.066798943027e-05, 1.969021608705e-03, -4.135519004771e-03, -7.186448265364e-12, -1.066798943027e-14, 3.051867712396e-12, -4.025943422761e-16
214, 6.553905073049e-11, -1.329447209598e-14, 2.500000000000e+01, -1.593871628071e-02, 2.793397472563e-06, -6.117399754966e-04, -4.136042568183e-03, -5.900654146534e-12, 2.793397472563e-15, 1.762834006073e-12, 6.827097295601e-16
215, 9.157998051640e-11, -2.706322570864e-14, 2.500000000000e+01, -1.801935801773e-02, 4.315483274280e-06, 1.475607689669e-03, -4.133631291424e-03, -6.941782804447e-12, 4.315483274280e-15, 2.805700049250e-12, 1.080558703882e-15
216, 4.077276230411e-10, -2.708559117723e-12, 2.499999985521e+01, -8.839629033317e-02, 4.262241549976e-03, 8.058008672832e-02, 2.419160946499e-02, -5.139485277043e-11, 4.262241549976e-12, 3.309333576031e-11, 4.899097128649e-12
217, 2.730694808438e-10, 1.873289267185e-14, 2.499999997899e+01, -4.253139712859e-02, -1.149200001299e-04, 3.041825201869e-02, -1.926183239235e-03, -2.073883518076e-11, -1.149200001299e-13, 1.573598939288e-11, -4.362282360807e-13
218, 9.775697155107e-11, -1.674565200503e-14, 2.499999999998e+01, -1.855393959490e-02, 3.410239270718e-06, 2.000685313990e-03, -4.134057761149e-03, -7.209203775549e-12, 3.410239270718e-15, 3.068108678897e-12, 7.371413270977e-16
219, 9.195701504297e-10, 1.873950282719e-11, 2.499999623621e+01, -4.408861411324e-01, -7.315191134770e-03, 8.341740872403e-01, 6.519351053545e-01, -4.872538591216e-10, -7.315191134770e-12, 1.502762550647e-10, 5.915676412186e-11
220, 1.043011708461e-10, 5.150862485877e-15, 2.499999999999e+01, -1.914857759861e-02, -6.976049050874e-06, 2.605508026257e-03, -4.137056003185e-03, -7.506533571908e-12, -6.976049050874e-15, 3.370509240525e-12, -7.727741960184e-16
221, 2.395775329926e-11, 7.189268469196e-15, 2.500000000000e+01, -1.348987130759e-02, -1.173712562782e-06, -3.056623887617e-03, -4.135333617133e-03, -4.676708801067e-12, -1.173712562782e-15, 5.399149089182e-13, 5.600441605455e-16
222, 1.044940859518e-10, -4.321883654949e-16, 2.499999999996e+01, -1.917994900584e-02, 2.110349256185e-06, 2.631602587426e-03, -4.124474207791e-03, -7.524060149801e-12, 2.110349256185e-15, 3.381715646832e-12, 3.677249223997e-15
223, 1.060642791216e-10, -1.062055868133e-14, 2.500000000000e+01, -1.933882507891e-02, -1.920129049256e-06, 2.792563326788e-03, -4.134124003385e-03, -7.601190917438e-12, -1.920129049256e-15, 3.464503285412e-12, 1.159620325337e-15
224, 2.280989109230e-10, -1.261656572322e-13, 2.499999999144e+01, -3.527605135778e-02, 2.666928688086e-04, 2.031198138352e-02, -3.379969017466e-03, -1.612204928393e-11, 2.666928688086e-13, 1.167196708672e-11, -1.740081137774e-13
225, 3.749058981745e-10, -4.320640084222e-12, 2.499999999367e+01, -7.114047962555e-02, 8.074110361475e-03, 5.244530710227e-02, -3.818036392384e-03, -3.310425046279e-11, 8.074110361475e-12, 2.868864290112e-11, 5.569711537909e-13
226, 3.851179443501e-10, -2.501988858094e-12, 2.499999974115e+01, -6.670524314389e-02, 3.029009499152e-03, 8.569666902748e-02, 2.116569363971e-02, -4.638620882056e-11, 3.029009499152e-12, 2.981474726513e-11, -2.450740428755e-12
227, 7.045039484641e-10, 2.527528022102e-11, 2.499999976453e+01, -3.732825102256e-01, -5.278002694691e-02, 2.806701569263e-01, 2.693688804356e-01, -2.357456575660e-10, -5.278002694691e-11, 9.123067600993e-11, 8.558003776455e-11
