"TIME", "TEMPERATURE1", "DISPLACEMENT_X1", "DISPLACEMENT_Y1", "STRESS_XX", "STRESS_XY", "STRESS_YY", "STRESS_ZZ", "STRAIN_XX", "STRAIN_XY", "STRAIN_YY", "STRAIN_ZZ", "STRAIN_PLS"
0.000000000000e+00, 2.981500000000e+02, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e-01, 2.981481874324e+02, -1.535063248682e-16, 0.000000000000e+00, -2.345499930081e+05, 2.791007349248e-07, -8.633658184788e+04, -8.636749007046e+04, -7.527671149233e-06, 2.835663466836e-17, 1.570137707090e-09, 0.000000000000e+00, 0.000000000000e+00
2.000000000000e-01, 2.981588244057e+02, -3.125151623170e-16, 0.000000000000e+00, -3.225130901673e+05, 3.630553854785e-07, -1.210565574963e+05, -1.210874657191e+05, -1.023242172197e-05, 3.688642716462e-17, 1.570137720414e-09, 0.000000000000e+00, 0.000000000000e+00
3.000000000000e-01, 2.981408143463e+02, -4.727420978347e-16, 0.000000000000e+00, -3.939828705185e+05, 4.559845584379e-07, -1.437898887064e+05, -1.438207969305e+05, -1.270823333827e-05, 4.632803113729e-17, 1.570137785562e-09, 0.000000000000e+00, 0.000000000000e+00
4.000000000000e-01, 2.981423762001e+02, -6.174342772913e-16, 0.000000000000e+00, -4.551450824205e+05, 4.950732289141e-07, -1.667324575967e+05, -1.667633658219e+05, -1.464979120321e-05, 5.029944005767e-17, 1.570137839595e-09, 0.000000000000e+00, 0.000000000000e+00
5.000000000000e-01, 2.981525810825e+02, -7.551765340561e-16, 0.000000000000e+00, -5.092841853394e+05, 5.150425657017e-07, -1.888534030108e+05, -1.888843112370e+05, -1.627631360440e-05, 5.232832467530e-17, 1.570137890781e-09, 0.000000000000e+00, 0.000000000000e+00
6.000000000000e-01, 2.981603599935e+02, -8.848491136693e-16, 0.000000000000e+00, -5.583095264673e+05, 5.257692592219e-07, -2.085844697911e+05, -2.086153780182e+05, -1.776446274122e-05, 5.341815673695e-17, 1.570137934447e-09, 0.000000000000e+00, 0.000000000000e+00
7.000000000000e-01, 2.981616063538e+02, -1.008598612767e-15, 0.000000000000e+00, -6.034188267180e+05, 5.324275267865e-07, -2.255248329634e+05, -2.255557411912e+05, -1.919544474476e-05, 5.409463672151e-17, 1.570137973279e-09, 0.000000000000e+00, 0.000000000000e+00
8.000000000000e-01, 2.981567524497e+02, -1.127075484080e-15, 0.000000000000e+00, -6.454123190343e+05, 5.409552282130e-07, -2.400592950151e+05, -2.400902032436e+05, -2.059036348217e-05, 5.496105118644e-17, 1.570138007466e-09, 0.000000000000e+00, 0.000000000000e+00
9.000000000000e-01, 2.981481305804e+02, -1.238602761559e-15, 0.000000000000e+00, -6.848529697162e+05, 5.420745757790e-07, -2.528753159638e+05, -2.529062241929e+05, -2.194289467258e-05, 5.507477689915e-17, 1.570138037652e-09, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e+00, 2.981384398367e+02, -1.347218418297e-15, 0.000000000000e+00, -7.221536711597e+05, 5.480746676938e-07, -2.646802171033e+05, -2.647111253330e+05, -2.323808132800e-05, 5.568438623769e-17, 1.570138066729e-09, 0.000000000000e+00, 0.000000000000e+00
