"TIME", "PRESSURE1", "TEMPERATURE1"
0.000000000000e+00, 1.000000000000e+05, 0.000000000000e+00
2.000000000000e+06, 4.800100000000e+09, 8.856126693025e-02
4.000000000000e+06, 4.800100000000e+09, 1.322777232887e-01
6.000000000000e+06, 4.800100000000e+09, 1.645377739257e-01
8.000000000000e+06, 4.800100000000e+09, 1.910027797681e-01
1.000000000000e+07, 4.800100000000e+09, 2.138025988553e-01
1.200000000000e+07, 4.800100000000e+09, 2.340081119462e-01
1.400000000000e+07, 4.800100000000e+09, 2.522477801819e-01
1.600000000000e+07, 4.800100000000e+09, 2.689281476005e-01
1.800000000000e+07, 4.800100000000e+09, 2.843305025883e-01
2.000000000000e+07, 4.800100000000e+09, 2.986593152151e-01
2.200000000000e+07, 4.800100000000e+09, 3.120689397127e-01
2.400000000000e+07, 4.800100000000e+09, 3.246794311851e-01
2.600000000000e+07, 4.800100000000e+09, 3.365864554738e-01
2.800000000000e+07, 4.800100000000e+09, 3.478677850514e-01
3.000000000000e+07, 4.800100000000e+09, 3.585877183020e-01
3.200000000000e+07, 4.800100000000e+09, 3.688001811332e-01
3.400000000000e+07, 4.800100000000e+09, 3.785509622089e-01
3.600000000000e+07, 4.800100000000e+09, 3.878793609632e-01
3.800000000000e+07, 4.800100000000e+09, 3.968194270193e-01
4.000000000000e+07, 4.800100000000e+09, 4.054009087115e-01
