NodeID, DISPLACEMENT_X1, DISPLACEMENT_Y1, DISPLACEMENT_Z1, STRESS_XX, STRESS_XY, STRESS_XZ, STRESS_YY, STRESS_YZ, STRESS_ZZ, STRAIN_XX, STRAIN_XY, STRAIN_XZ, STRAIN_YY, STRAIN_YZ, STRAIN_ZZ
41, 2.499999999997e-02, 7.500000000002e-02, -1.250000000000e-01, 5.367102313632e-09, 1.251335346488e-07, 3.483078166594e-08, 3.132040570455e-08, 4.464734327444e-08, -1.000000000000e+06, 1.000000000000e-02, 1.501602415786e-14, 4.179693799913e-15, 1.000000000000e-02, 5.357681192933e-15, -5.000000000001e-02, 0.000000000000e+00
42, 4.999999999996e-02, 7.500000000005e-02, -1.250000000000e-01, 2.320342584725e-07, -1.691496587662e-07, -3.513696493531e-08, 4.919972253773e-07, 5.870064054933e-08, -1.000000000000e+06, 1.000000000001e-02, -2.029795905195e-14, -4.216435792237e-15, 1.000000000002e-02, 7.044076865920e-15, -5.000000000002e-02, 0.000000000000e+00
43, 7.500000000000e-02, 7.500000000000e-02, -1.250000000000e-01, -1.334181910451e-07, -1.710565959006e-07, 3.578788417943e-08, -1.410438809730e-07, 4.051038701872e-08, -1.000000000000e+06, 9.999999999996e-03, -2.052679150808e-14, 4.294546101531e-15, 9.999999999996e-03, 4.861246442246e-15, -5.000000000001e-02, 0.000000000000e+00
44, 1.000000000000e-01, 7.500000000000e-02, -1.250000000000e-01, 9.074938619140e-07, 6.032538782641e-08, 5.303618394838e-09, 2.261048440086e-07, -6.214812149298e-08, -1.000000000000e+06, 1.000000000005e-02, 7.239046539170e-15, 6.364342073806e-16, 1.000000000001e-02, -7.457774579157e-15, -5.000000000003e-02, 0.000000000000e+00
45, 0.000000000000e+00, 9.999999999999e-02, -1.250000000000e-01, -1.067323125790e-07, -1.732268676334e-07, 9.654992776654e-08, -6.073325808884e-07, 4.534050002648e-08, -1.000000000000e+06, 1.000000000000e-02, -2.078722411601e-14, 1.158599133198e-14, 9.999999999970e-03, 5.440860003177e-15, -4.999999999999e-02, 0.000000000000e+00
46, 2.499999999995e-02, 1.000000000001e-01, -1.250000000000e-01, -2.547946357026e-07, -1.607877992129e-08, 4.765872047858e-08, 5.833904827934e-07, 1.178041218354e-09, -9.999999999999e+05, 9.999999999981e-03, -1.929453590554e-15, 5.719046457430e-15, 1.000000000003e-02, 1.413649462025e-16, -5.000000000000e-02, 0.000000000000e+00
47, 4.999999999996e-02, 1.000000000000e-01, -1.250000000000e-01, 3.252950677918e-07, -2.906029493551e-07, -2.520249200625e-08, -3.435514616208e-07, -2.737955119662e-08, -9.999999999998e+05, 1.000000000002e-02, -3.487235392261e-14, -3.024299040751e-15, 9.999999999978e-03, -3.285546143594e-15, -4.999999999999e-02, 0.000000000000e+00
48, 7.500000000000e-02, 1.000000000000e-01, -1.250000000000e-01, 2.763313933735e-07, 1.640959940684e-08, -6.726637776674e-08, 1.029915206421e-06, 1.434147278017e-08, -1.000000000000e+06, 1.000000000001e-02, 1.969151928821e-15, -8.071965332009e-15, 1.000000000005e-02, 1.720976733620e-15, -5.000000000003e-02, 0.000000000000e+00
49, 9.999999999997e-02, 9.999999999997e-02, -1.250000000001e-01, -9.553048304936e-07, 1.003297781470e-07, -2.286960886134e-07, -8.536049282839e-07, -2.207736410230e-07, -1.000000000000e+06, 9.999999999961e-03, 1.203957337763e-14, -2.744353063361e-14, 9.999999999968e-03, -2.649283692276e-14, -4.999999999999e-02, 0.000000000000e+00
50, 0.000000000000e+00, 0.000000000000e+00, -2.499999999999e-01, 5.117106085388e-07, -2.966813371464e-08, -1.480444042951e-07, 5.218497748044e-07, -1.486915275778e-07, -1.000000000001e+06, 1.000000000003e-02, -3.560176045757e-15, -1.776532851541e-14, 1.000000000003e-02, -1.784298330933e-14, -5.000000000004e-02, 0.000000000000e+00
51, 2.500000000001e-02, 0.000000000000e+00, -2.500000000000e-01, -4.460338343975e-07, -8.510512259439e-08, -1.106723667500e-07, 4.537696481250e-08, -6.822051732846e-08, -1.000000000000e+06, 9.999999999977e-03, -1.021261471133e-14, -1.328068401000e-14, 1.000000000001e-02, -8.186462079415e-15, -5.000000000000e-02, 0.000000000000e+00
52, 4.999999999998e-02, 0.000000000000e+00, -2.500000000000e-01, 4.507016478546e-08, 1.594749676396e-07, 1.687367617112e-07, -1.164814315890e-07, -4.762015321740e-07, -1.000000000000e+06, 1.000000000001e-02, 1.913699611675e-14, 2.024841140535e-14, 9.999999999997e-03, -5.714418386088e-14, -5.000000000002e-02, 0.000000000000e+00
53, 7.500000000000e-02, 0.000000000000e+00, -2.500000000000e-01, -2.082362587925e-07, 3.618007114525e-08, -2.273640715694e-07, -4.387104944896e-09, 1.724707198265e-07, -1.000000000000e+06, 9.999999999990e-03, 4.341608537430e-15, -2.728368858833e-14, 1.000000000000e-02, 2.069648637917e-14, -5.000000000000e-02, 0.000000000000e+00
54, 1.000000000000e-01, 0.000000000000e+00, -2.500000000000e-01, 6.319922177450e-07, -3.224055245999e-09, -4.866216867678e-08, -1.078076987689e-08, 1.562609043529e-07, -1.000000000000e+06, 1.000000000003e-02, -3.868866295199e-16, -5.839460241214e-15, 9.999999999995e-03, 1.875130852235e-14, -5.000000000002e-02, 0.000000000000e+00
55, 0.000000000000e+00, 2.500000000001e-02, -2.500000000000e-01, 4.157285972606e-08, -7.713481447288e-08, -7.261012573500e-08, -4.354354376140e-07, -1.141483767848e-07, -1.000000000000e+06, 1.000000000001e-02, -9.256177736746e-15, -8.713215088200e-15, 9.999999999978e-03, -1.369780521417e-14, -5.000000000000e-02, 0.000000000000e+00
56, 2.500000000001e-02, 2.500000000001e-02, -2.500000000000e-01, -5.078992500818e-08, -6.895288797676e-08, -3.007700354700e-08, -4.519167989642e-08, -3.229049781915e-08, -1.000000000000e+06, 9.999999999998e-03, -8.274346557212e-15, -3.609240425640e-15, 9.999999999999e-03, -3.874859738298e-15, -5.000000000000e-02, 0.000000000000e+00
57, 4.999999999997e-02, 2.500000000002e-02, -2.500000000000e-01, -1.163283427827e-07, 7.574918284697e-08, -2.891123874781e-09, 9.745854726625e-08, -2.442242917269e-08, -9.999999999999e+05, 9.999999999992e-03, 9.089901941636e-15, -3.469348649737e-16, 1.000000000000e-02, -2.930691500722e-15, -4.999999999999e-02, 0.000000000000e+00
58, 7.500000000002e-02, 2.500000000000e-02, -2.500000000000e-01, 2.173423180740e-07, -8.212351109222e-09, -5.577680042253e-08, -1.092414199205e-07, 3.065346578705e-08, -1.000000000000e+06, 1.000000000001e-02, -9.854821331066e-16, -6.693216050703e-15, 9.999999999992e-03, 3.678415894446e-15, -5.000000000000e-02, 0.000000000000e+00
59, 1.000000000000e-01, 2.499999999997e-02, -2.500000000000e-01, -2.869282107141e-07, -2.016561712568e-07, -1.456034609918e-07, -2.722540942122e-07, -6.170465708206e-09, -9.999999999996e+05, 9.999999999985e-03, -2.419874055081e-14, -1.747241531902e-14, 9.999999999985e-03, -7.404558849847e-16, -4.999999999998e-02, 0.000000000000e+00
60, 0.000000000000e+00, 4.999999999998e-02, -2.500000000000e-01, -1.104305596437e-07, 1.769551759023e-07, -4.885191689215e-07, 5.496359621667e-08, 1.674509762639e-07, -1.000000000000e+06, 9.999999999997e-03, 2.123462110828e-14, -5.862230027058e-14, 1.000000000001e-02, 2.009411715166e-14, -5.000000000002e-02, 0.000000000000e+00
61, 2.500000000002e-02, 4.999999999997e-02, -2.500000000000e-01, 9.950833508435e-08, 7.361291458549e-08, -2.160107767340e-08, -1.106033816780e-07, -2.305367000121e-09, -9.999999999999e+05, 1.000000000000e-02, 8.833549750259e-15, -2.592129320808e-15, 9.999999999992e-03, -2.766440400145e-16, -4.999999999999e-02, 0.000000000000e+00
62, 5.000000000000e-02, 5.000000000000e-02, -2.500000000000e-01, 1.348890731725e-07, -4.878744122777e-08, 6.283279642758e-08, 1.345616785752e-07, 6.402496197244e-08, -1.000000000000e+06, 1.000000000001e-02, -5.854492947332e-15, 7.539935571309e-15, 1.000000000001e-02, 7.682995436693e-15, -5.000000000000e-02, 0.000000000000e+00
63, 7.500000000003e-02, 4.999999999998e-02, -2.500000000000e-01, -1.549011316456e-08, 1.320471479176e-08, 3.147370355148e-08, -3.487644115324e-08, -3.094918718686e-08, -1.000000000000e+06, 9.999999999999e-03, 1.584565775011e-15, 3.776844426178e-15, 9.999999999998e-03, -3.713902462423e-15, -5.000000000000e-02, 0.000000000000e+00
64, 1.000000000000e-01, 4.999999999997e-02, -2.500000000000e-01, 4.076347063403e-07, -1.721146454525e-07, -1.975554303164e-07, 4.524515356112e-07, -3.882063217194e-08, -9.999999999999e+05, 1.000000000001e-02, -2.065375745429e-14, -2.370665163797e-14, 1.000000000002e-02, -4.658475860633e-15, -5.000000000000e-02, 0.000000000000e+00
65, 0.000000000000e+00, 7.499999999999e-02, -2.500000000000e-01, 5.102395847146e-09, 6.299591187681e-08, 1.511025989574e-07, -2.043198171210e-07, -2.240179920843e-07, -1.000000000000e+06, 1.000000000000e-02, 7.559509425218e-15, 1.813231187488e-14, 9.999999999990e-03, -2.688215905011e-14, -5.000000000000e-02, 0.000000000000e+00
66, 2.500000000000e-02, 7.500000000001e-02, -2.500000000000e-01, -9.991035204981e-08, -1.371062450660e-08, 3.563304382400e-08, 2.263802709513e-07, -5.543478333043e-08, -1.000000000000e+06, 9.999999999993e-03, -1.645274940792e-15, 4.275965258880e-15, 1.000000000001e-02, -6.652173999652e-15, -5.000000000000e-02, 0.000000000000e+00
67, 4.999999999998e-02, 7.500000000003e-02, -2.500000000000e-01, -2.591024832027e-08, 4.261077941143e-09, -3.409503253885e-08, -1.653288588442e-08, 3.352727957885e-08, -1.000000000000e+06, 9.999999999999e-03, 5.113293529371e-16, -4.091403904662e-15, 9.999999999999e-03, 4.023273549462e-15, -5.000000000000e-02, 0.000000000000e+00
68, 7.500000000001e-02, 7.500000000001e-02, -2.500000000000e-01, 3.310460796576e-07, -4.274057137988e-08, -8.194336537114e-09, 3.232888643500e-07, -6.615455155111e-09, -1.000000000000e+06, 1.000000000001e-02, -5.128868565586e-15, -9.833203844537e-16, 1.000000000001e-02, -7.938546186133e-16, -5.000000000001e-02, 0.000000000000e+00
69, 9.999999999998e-02, 7.499999999998e-02, -2.500000000000e-01, -5.244498041896e-07, -1.418437352659e-07, -1.219890541356e-07, -2.920676034832e-07, 3.805074688214e-08, -9.999999999997e+05, 9.999999999974e-03, -1.702124823191e-14, -1.463868649627e-14, 9.999999999987e-03, 4.566089625857e-15, -4.999999999998e-02, 0.000000000000e+00
70, 0.000000000000e+00, 1.000000000000e-01, -2.500000000000e-01, -2.848070841096e-08, 2.447355172485e-08, 1.246041072651e-07, 5.318353294777e-07, -7.677129201348e-09, -1.000000000000e+06, 9.999999999996e-03, 2.936826206982e-15, 1.495249287181e-14, 1.000000000003e-02, -9.212555041618e-16, -5.000000000002e-02, 0.000000000000e+00
71, 2.499999999997e-02, 9.999999999999e-02, -2.500000000000e-01, -2.826037581053e-07, -2.159472358605e-07, -2.924279605225e-09, -3.583456472685e-07, -1.127939902938e-07, -9.999999999997e+05, 9.999999999986e-03, -2.591366830327e-14, -3.509135526270e-16, 9.999999999981e-03, -1.353527883525e-14, -4.999999999998e-02, 0.000000000000e+00
72, 4.999999999997e-02, 1.000000000000e-01, -2.500000000000e-01, 4.674987091752e-07, -1.958739140272e-07, -3.529870435706e-08, 4.088894330637e-07, -1.735147737930e-07, -9.999999999999e+05, 1.000000000002e-02, -2.350486968326e-14, -4.235844522847e-15, 1.000000000001e-02, -2.082177285516e-14, -5.000000000000e-02, 0.000000000000e+00
73, 7.499999999998e-02, 9.999999999998e-02, -2.500000000000e-01, -2.657778380280e-07, -1.686918114696e-07, 3.550164841793e-08, -4.542856345048e-07, -1.053680535563e-07, -9.999999999997e+05, 9.999999999988e-03, -2.024301737635e-14, 4.260197810152e-15, 9.999999999977e-03, -1.264416642675e-14, -4.999999999998e-02, 0.000000000000e+00
74, 1.000000000000e-01, 1.000000000000e-01, -2.500000000001e-01, 6.777211475161e-07, 1.430625143898e-07, -6.081713736294e-07, 7.326286393088e-07, -5.949535758976e-07, -9.999999999997e+05, 1.000000000002e-02, 1.716750172677e-14, -7.298056483553e-14, 1.000000000003e-02, -7.139442910772e-14, -5.000000000000e-02, 0.000000000000e+00
75, 0.000000000000e+00, 0.000000000000e+00, -3.750000000000e-01, -1.195865591602e-07, 4.881024615478e-09, 1.902512801885e-07, -1.053821523466e-07, 1.948996705745e-07, -1.000000000000e+06, 9.999999999996e-03, 5.857229538574e-16, 2.283015362262e-14, 9.999999999997e-03, 2.338796046894e-14, -5.000000000000e-02, 0.000000000000e+00
