2937	0.
2850	1.00E+08
2894	1.00E+08
2938	1.00E+08
2770	1.00E+08
2763	1.00E+08
2764	1.00E+08
2765	1.00E+08
2766	1.00E+08
2769	1.00E+08
2770	1.00E+08
2771	1.00E+08
2772	1.00E+08
2775	1.00E+08
2776	1.00E+08
2777	1.00E+08
2778	1.00E+08
2779	1.00E+08
2780	1.00E+08
2802	1.00E+08
2803	1.00E+08
2804	1.00E+08
2805	1.00E+08
2806	1.00E+08
2807	1.00E+08
2836	1.00E+08
2837	1.00E+08
2838	1.00E+08
2839	1.00E+08
2840	1.00E+08
2841	1.00E+08
2842	1.00E+08
2843	1.00E+08
2844	1.00E+08
2845	1.00E+08
2846	1.00E+08
2847	1.00E+08
2848	1.00E+08
2849	1.00E+08
2851	1.00E+08
2852	1.00E+08
2895	1.00E+08
2896	1.00E+08
2897	1.00E+08
2898	1.00E+08
2899	1.00E+08
2900	1.00E+08
2901	1.00E+08
2902	1.00E+08
2903	1.00E+08
2904	1.00E+08
2905	1.00E+08
2906	1.00E+08
2907	1.00E+08
2908	1.00E+08
2909	1.00E+08
2910	1.00E+08
2911	1.00E+08
2912	1.00E+08
2913	1.00E+08
2914	1.00E+08
2915	1.00E+08
2916	1.00E+08
2917	1.00E+08
2918	1.00E+08
2919	1.00E+08
2920	1.00E+08
2921	1.00E+08
2922	1.00E+08
2924	1.00E+08
2925	1.00E+08
2926	1.00E+08
2927	1.00E+08
2928	1.00E+08
2929	1.00E+08
2930	1.00E+08
2931	1.00E+08
2789	1.00E+08
2790	1.00E+08
2791	1.00E+08
2792	1.00E+08
2793	1.00E+08
2794	1.00E+08
2795	1.00E+08
2796	1.00E+08
2797	1.00E+08
2798	1.00E+08
2799	1.00E+08
2800	1.00E+08
2801	1.00E+08
2802	1.00E+08
2804	1.00E+08
2823	1.00E+08
2824	1.00E+08
2825	1.00E+08
2826	1.00E+08
2827	1.00E+08
2828	1.00E+08
2829	1.00E+08
2830	1.00E+08
2831	1.00E+08
2832	1.00E+08
2833	1.00E+08
2834	1.00E+08
2835	1.00E+08
2836	1.00E+08
2837	1.00E+08
2838	1.00E+08
2853	1.00E+08
2854	1.00E+08
2855	1.00E+08
2861	1.00E+08
2862	1.00E+08
2863	1.00E+08
2864	1.00E+08
2865	1.00E+08
2866	1.00E+08
2867	1.00E+08
2868	1.00E+08
2869	1.00E+08
2870	1.00E+08
2871	1.00E+08
2872	1.00E+08
2873	1.00E+08
2874	1.00E+08
2875	1.00E+08
2876	1.00E+08
2877	1.00E+08
2878	1.00E+08
2879	1.00E+08
2880	1.00E+08
2881	1.00E+08
2882	1.00E+08
2883	1.00E+08
2884	1.00E+08
2885	1.00E+08
2886	1.00E+08
2887	1.00E+08
2888	1.00E+08
2889	1.00E+08
2890	1.00E+08
2891	1.00E+08
2892	1.00E+08
2893	1.00E+08
2895	1.00E+08
2896	1.00E+08
2897	1.00E+08
2912	1.00E+08
2913	1.00E+08
2914	1.00E+08
2915	1.00E+08
2919	1.00E+08
2920	1.00E+08
2921	1.00E+08
2922	1.00E+08
2923	1.00E+08
2924	1.00E+08
2925	1.00E+08
2926	1.00E+08
2927	1.00E+08
2928	1.00E+08
2929	1.00E+08
2930	1.00E+08
2931	1.00E+08
2932	1.00E+08
2933	1.00E+08
2934	1.00E+08
2935	1.00E+08
2936	1.00E+08
2939	1.00E+08
2940	1.00E+08
2941	1.00E+08
2942	1.00E+08
2943	1.00E+08
2944	1.00E+08
2945	1.00E+08
2946	1.00E+08
2947	1.00E+08
2948	1.00E+08
2949	1.00E+08
2950	1.00E+08
2951	1.00E+08
2952	1.00E+08
2953	1.00E+08
2954	1.00E+08
2955	1.00E+08
2956	1.00E+08
2957	1.00E+08
2958	1.00E+08
2959	1.00E+08
2960	1.00E+08
2961	1.00E+08
2962	1.00E+08
2773	1.00E+08
2774	1.00E+08
2783	1.00E+08
2785	1.00E+08
2786	1.00E+08
2787	1.00E+08
2788	1.00E+08
2789	1.00E+08
2790	1.00E+08
2792	1.00E+08
2810	1.00E+08
2812	1.00E+08
2817	1.00E+08
2818	1.00E+08
2820	1.00E+08
2821	1.00E+08
2822	1.00E+08
2823	1.00E+08
2824	1.00E+08
2825	1.00E+08
2853	1.00E+08
2854	1.00E+08
2855	1.00E+08
2856	1.00E+08
2857	1.00E+08
2858	1.00E+08
2859	1.00E+08
2860	1.00E+08
2861	1.00E+08
2862	1.00E+08
2863	1.00E+08
2865	1.00E+08
2866	1.00E+08
2867	1.00E+08
2868	1.00E+08
2869	1.00E+08
2870	1.00E+08
2871	1.00E+08
2872	1.00E+08
2873	1.00E+08
5366	1.00E+08
5367	1.00E+08
5370	1.00E+08
5371	1.00E+08
5883	1.00E+08
5884	1.00E+08
5885	1.00E+08
5906	1.00E+08
5907	1.00E+08
5926	1.00E+08
8011	1.00E+08
8012	1.00E+08
2762	1.00E+08
2815	1.00E+08
2816	1.00E+08
2817	1.00E+08
2818	1.00E+08
5923	1.00E+08
5924	1.00E+08
5925	1.00E+08
5926	1.00E+08
5927	1.00E+08
5928	1.00E+08
5929	1.00E+08
8085	1.00E+08
8086	1.00E+08
8087	1.00E+08
8088	1.00E+08
8089	1.00E+08
8090	1.00E+08
8091	1.00E+08
8092	1.00E+08
8093	1.00E+08
8094	1.00E+08
8095	1.00E+08
8097	1.00E+08
8098	1.00E+08
2809	1.00E+08
2813	1.00E+08
2814	1.00E+08
2817	1.00E+08
2819	1.00E+08
2820	1.00E+08
2821	1.00E+08
5364	1.00E+08
5365	1.00E+08
5366	1.00E+08
5367	1.00E+08
5905	1.00E+08
5906	1.00E+08
5909	1.00E+08
5910	1.00E+08
5920	1.00E+08
5922	1.00E+08
5924	1.00E+08
5926	1.00E+08
6506	1.00E+08
6507	1.00E+08
6508	1.00E+08
6509	1.00E+08
6510	1.00E+08
6512	1.00E+08
6513	1.00E+08
8063	1.00E+08
8064	1.00E+08
8065	1.00E+08
8066	1.00E+08
8067	1.00E+08
8068	1.00E+08
8069	1.00E+08
8070	1.00E+08
8071	1.00E+08
8072	1.00E+08
8084	1.00E+08
8086	1.00E+08
8088	1.00E+08
2814	1.00E+08
2815	1.00E+08
2816	1.00E+08
5921	1.00E+08
5922	1.00E+08
6506	1.00E+08
8082	1.00E+08
8083	1.00E+08
8084	1.00E+08
8086	1.00E+08
2808	1.00E+08
2809	1.00E+08
2810	1.00E+08
2811	1.00E+08
2821	1.00E+08
5902	1.00E+08
5904	1.00E+08
5905	1.00E+08
5906	1.00E+08
5907	1.00E+08
5908	1.00E+08
5910	1.00E+08
6511	1.00E+08
6513	1.00E+08
8045	1.00E+08
8046	1.00E+08
8047	1.00E+08
8048	1.00E+08
8049	1.00E+08
8050	1.00E+08
8051	1.00E+08
8052	1.00E+08
8053	1.00E+08
2781	1.00E+08
2782	1.00E+08
2783	1.00E+08
2784	1.00E+08
2808	1.00E+08
2810	1.00E+08
2811	1.00E+08
5368	1.00E+08
5369	1.00E+08
5370	1.00E+08
5371	1.00E+08
5901	1.00E+08
5902	1.00E+08
5903	1.00E+08
5904	1.00E+08
5907	1.00E+08
6514	1.00E+08
6515	1.00E+08
6516	1.00E+08
6517	1.00E+08
8028	1.00E+08
8029	1.00E+08
8030	1.00E+08
8031	1.00E+08
8032	1.00E+08
8033	1.00E+08
8034	1.00E+08
8044	1.00E+08
8046	1.00E+08
8050	1.00E+08
2768	1.00E+08
2774	1.00E+08
2781	1.00E+08
2783	1.00E+08
2784	1.00E+08
5371	1.00E+08
5883	1.00E+08
5884	1.00E+08
5886	1.00E+08
5887	1.00E+08
5888	1.00E+08
6518	1.00E+08
6519	1.00E+08
6520	1.00E+08
6521	1.00E+08
8010	1.00E+08
8011	1.00E+08
8012	1.00E+08
8014	1.00E+08
8015	1.00E+08
8025	1.00E+08
8026	1.00E+08
8027	1.00E+08
8031	1.00E+08
2767	1.00E+08
2774	1.00E+08
5882	1.00E+08
5886	1.00E+08
8009	1.00E+08
8010	1.00E+08
8011	1.00E+08
8012	1.00E+08
8013	1.00E+08
8015	1.00E+08
8096	1.00E+08
