"TIME", "TEMPERATURE1", "DISPLACEMENT_X1", "DISPLACEMENT_Y1", "STRESS_XX", "STRESS_XY", "STRESS_YY", "STRESS_ZZ", "STRAIN_XX", "STRAIN_XY", "STRAIN_YY", "STRAIN_ZZ", "STRAIN_PLS"
0.000000000000e+00, 2.981500000000e+02, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e-01, 3.080000000000e+02, 0.000000000000e+00, -3.925344170841e-09, -2.750555236899e+05, -2.780865006681e-07, -2.125705467669e+06, -2.125705467666e+06, 9.401301715401e-05, -2.825358846788e-17, -1.298697961630e-16, 0.000000000000e+00, 0.000000000000e+00
2.000000000000e-01, 3.080000000000e+02, 0.000000000000e+00, -3.925344376802e-09, -3.500706665875e+05, 1.031089767813e-07, -2.153450794495e+06, -2.153450794492e+06, 9.161171049754e-05, 1.047587204098e-17, -1.536176553990e-16, 0.000000000000e+00, 0.000000000000e+00
3.000000000000e-01, 3.080000000000e+02, 0.000000000000e+00, -3.925344628459e-09, -4.148564712434e+05, 7.554945608439e-08, -2.177412667451e+06, -2.177412667447e+06, 8.953785476715e-05, 7.675824738174e-18, -2.172617084660e-16, 0.000000000000e+00, 0.000000000000e+00
4.000000000000e-01, 3.080000000000e+02, 0.000000000000e+00, -3.925344874444e-09, -4.722027598959e+05, 5.833379660415e-08, -2.198622938599e+06, -2.198622938593e+06, 8.770214507781e-05, 5.926713734982e-18, -2.802207898849e-16, 0.000000000000e+00, 0.000000000000e+00
5.000000000000e-01, 3.080000000000e+02, 0.000000000000e+00, -3.925345118154e-09, -5.239482701880e+05, 3.977816088850e-08, -2.217761688982e+06, -2.217761688976e+06, 8.604572167440e-05, 4.041461146271e-18, -3.376889710884e-16, 0.000000000000e+00, 0.000000000000e+00
6.000000000000e-01, 3.080000000000e+02, 0.000000000000e+00, -3.925345359453e-09, -5.713438175100e+05, 2.271947199960e-08, -2.235291548952e+06, -2.235291548944e+06, 8.452854475686e-05, 2.308298355159e-18, -3.927942850662e-16, 0.000000000000e+00, 0.000000000000e+00
7.000000000000e-01, 3.080000000000e+02, 0.000000000000e+00, -3.925345597937e-09, -6.152668531581e+05, 1.519399973456e-08, -2.251537055289e+06, -2.251537055280e+06, 8.312252626781e-05, 1.543710373032e-18, -4.448703521299e-16, 0.000000000000e+00, 0.000000000000e+00
8.000000000000e-01, 3.080000000000e+02, 0.000000000000e+00, -3.925345833637e-09, -6.563511592049e+05, 1.434033052939e-08, -2.266732620541e+06, -2.266732620531e+06, 8.180737823536e-05, 1.456977581786e-18, -4.927336296259e-16, 0.000000000000e+00, 0.000000000000e+00
9.000000000000e-01, 3.080000000000e+02, 0.000000000000e+00, -3.925346067053e-09, -6.950671112659e+05, 1.903981365930e-08, -2.281052219249e+06, -2.281052219239e+06, 8.056804348501e-05, 1.934445067785e-18, -5.370896788093e-16, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e+00, 3.080000000000e+02, 0.000000000000e+00, -3.925346298234e-09, -7.317725565037e+05, 2.454272294604e-08, -2.294628205845e+06, -2.294628205834e+06, 7.939306698597e-05, 2.493540651318e-18, -5.785869952899e-16, 0.000000000000e+00, 0.000000000000e+00
