"TIME", "TEMPERATURE1", "DISPLACEMENT_X1", "DISPLACEMENT_Y1", "STRESS_XX", "STRESS_XY", "STRESS_YY", "STRESS_ZZ", "STRAIN_XX", "STRAIN_XY", "STRAIN_YY", "STRAIN_ZZ", "STRAIN_PLS"
0.000000000000e+00, 2.981500000000e+02, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e-01, 2.981499453343e+02, -7.272196086299e-17, -3.925344269897e-09, -2.750555236757e+05, 1.136165388575e-06, -1.017216322651e+05, -1.017216322501e+05, -8.805361684423e-06, 1.154344034792e-16, -7.625536851061e-16, 0.000000000000e+00, 0.000000000000e+00
2.000000000000e-01, 2.981504241016e+02, -9.872212283569e-17, -3.925344664701e-09, -3.500706665683e+05, 2.163691090391e-06, -1.295653359423e+05, -1.295653359212e+05, -1.120167079687e-05, 2.198310147838e-16, -1.067032911383e-15, 0.000000000000e+00, 0.000000000000e+00
3.000000000000e-01, 2.981491001087e+02, -8.529604983538e-17, -3.925345035527e-09, -4.148564712221e+05, 2.396718613709e-06, -1.532551555585e+05, -1.532551555342e+05, -1.328934683694e-05, 2.435066111529e-16, -1.234897857466e-15, 0.000000000000e+00, 0.000000000000e+00
4.000000000000e-01, 2.981498325175e+02, -5.131102561839e-17, -3.925345382647e-09, -4.722027598738e+05, 2.237517320588e-06, -1.746159216752e+05, -1.746159216489e+05, -1.511741138183e-05, 2.273317597717e-16, -1.337702949745e-15, 0.000000000000e+00, 0.000000000000e+00
5.000000000000e-01, 2.981511727692e+02, -8.482991922310e-18, -3.925345710911e-09, -5.239482701655e+05, 1.796934319012e-06, -1.940300662303e+05, -1.940300662026e+05, -1.675984476132e-05, 1.825685268116e-16, -1.410019009935e-15, 0.000000000000e+00, 0.000000000000e+00
6.000000000000e-01, 2.981515331819e+02, 3.893747002603e-17, -3.925346024542e-09, -5.713438174874e+05, 1.184320928273e-06, -2.116339836165e+05, -2.116339835875e+05, -1.827325956211e-05, 1.203270063125e-16, -1.471740726565e-15, 0.000000000000e+00, 0.000000000000e+00
7.000000000000e-01, 2.981503789789e+02, 8.887531133932e-17, -3.925346326135e-09, -6.152668531353e+05, 4.901866964743e-07, -2.276423249437e+05, -2.276423249137e+05, -1.969132603366e-05, 4.980296836179e-17, -1.528038586078e-15, 0.000000000000e+00, 0.000000000000e+00
8.000000000000e-01, 2.981481178897e+02, 1.373871843424e-16, -3.925346617579e-09, -6.563511591820e+05, -2.499512431192e-07, -2.423732828255e+05, -2.423732827944e+05, -2.103007612049e-05, -2.539504630091e-17, -1.579405107065e-15, 0.000000000000e+00, 0.000000000000e+00
9.000000000000e-01, 2.981457014417e+02, 1.857204761597e-16, -3.925346900381e-09, -6.950671112428e+05, -1.016175421629e-06, -2.561963511264e+05, -2.561963510943e+05, -2.229463461554e-05, -1.032434228376e-16, -1.629815282395e-15, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e+00, 2.981442721381e+02, 2.327010852467e-16, -3.925347175426e-09, -7.317725564804e+05, -1.779430077643e-06, -2.694786451939e+05, -2.694786451609e+05, -2.348453069503e-05, -1.807900958885e-16, -1.677839104606e-15, 0.000000000000e+00, 0.000000000000e+00
