"TIME", "TEMPERATURE1", "DISPLACEMENT_X1", "DISPLACEMENT_Y1", "STRESS_XX", "STRESS_XY", "STRESS_YY", "STRESS_ZZ", "STRAIN_XX", "STRAIN_XY", "STRAIN_YY", "STRAIN_ZZ", "STRAIN_PLS"
0.000000000000e+00, 2.981500000000e+02, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e-01, 2.981499453343e+02, 3.931492279073e-16, 0.000000000000e+00, -2.750736654472e+05, -3.413496067082e-07, -1.017706822642e+05, -1.017397740231e+05, -8.805361684348e-06, -3.468112004156e-17, -1.570138647920e-09, 0.000000000000e+00, 0.000000000000e+00
2.000000000000e-01, 2.981504241016e+02, 8.525520977543e-16, 0.000000000000e+00, -3.500888083402e+05, -2.222436381819e-06, -1.296143859405e+05, -1.295834776946e+05, -1.120167079680e-05, -2.257995363928e-16, -1.570138894008e-09, 0.000000000000e+00, 0.000000000000e+00
3.000000000000e-01, 2.981491001087e+02, 1.198742798414e-15, 0.000000000000e+00, -4.148746129973e+05, -3.438403107259e-06, -1.533042055558e+05, -1.532732973101e+05, -1.328934683691e-05, -3.493417556975e-16, -1.570138883496e-09, 0.000000000000e+00, 0.000000000000e+00
4.000000000000e-01, 2.981498325175e+02, 1.493668623157e-15, 0.000000000000e+00, -4.722209016526e+05, -4.243442811142e-06, -1.746649716716e+05, -1.746340634273e+05, -1.511741138185e-05, -4.311337896120e-16, -1.570138812467e-09, 0.000000000000e+00, 0.000000000000e+00
5.000000000000e-01, 2.981511727692e+02, 1.749772632846e-15, 0.000000000000e+00, -5.239664119472e+05, -4.738808539999e-06, -1.940791162257e+05, -1.940482079827e+05, -1.675984476140e-05, -4.814629476639e-16, -1.570138743823e-09, 0.000000000000e+00, 0.000000000000e+00
6.000000000000e-01, 2.981515331819e+02, 1.977475062891e-15, 0.000000000000e+00, -5.713619592713e+05, -5.052572704583e-06, -2.116830336107e+05, -2.116521253687e+05, -1.827325956225e-05, -5.133413867857e-16, -1.570138696298e-09, 0.000000000000e+00, 0.000000000000e+00
7.000000000000e-01, 2.981503789789e+02, 2.184712092518e-15, 0.000000000000e+00, -6.152849949211e+05, -5.246951085633e-06, -2.276913749368e+05, -2.276604666954e+05, -1.969132603386e-05, -5.330902303003e-16, -1.570138665021e-09, 0.000000000000e+00, 0.000000000000e+00
8.000000000000e-01, 2.981481178897e+02, 2.374550281233e-15, 0.000000000000e+00, -6.563693009692e+05, -5.375877371839e-06, -2.424223328173e+05, -2.423914245762e+05, -2.103007612076e-05, -5.461891409788e-16, -1.570138649515e-09, 0.000000000000e+00, 0.000000000000e+00
9.000000000000e-01, 2.981457014417e+02, 2.550581219586e-15, 0.000000000000e+00, -6.950852530311e+05, -5.462147066669e-06, -2.562454011170e+05, -2.562144928759e+05, -2.229463461588e-05, -5.549541419736e-16, -1.570138647596e-09, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e+00, 2.981442721381e+02, 2.715309823796e-15, 0.000000000000e+00, -7.317906982695e+05, -5.517374896642e-06, -2.695276951834e+05, -2.694967869421e+05, -2.348453069543e-05, -5.605652894988e-16, -1.570138655795e-09, 0.000000000000e+00, 0.000000000000e+00
