"TIME", "PRESSURE1", "TEMPERATURE1", "VELOCITY_X1", "VELOCITY_Y1", "VELOCITY_Z1"
0.000000000000e+00, 1.750000000000e+06, 6.000000000000e+01, 0.000000000000e+00, 0.000000000000e+00, 0.000000000000e+00
1.000000000000e+00, 1.753836364143e+06, 5.999999999698e+01, -3.810118802199e-03, -2.742132187826e-04, -2.055476566159e-02
3.710000000000e+00, 1.769939412395e+06, 5.999999999697e+01, -3.047653506699e-03, -6.100744497786e-04, -1.504073483438e-02
1.091860000000e+01, 1.794165085814e+06, 5.999999999696e+01, -1.766924164298e-03, -7.415443940992e-04, -7.435544013699e-03
2.973304600000e+01, 1.814117786652e+06, 5.999999999695e+01, -7.380407852026e-04, -4.803771936504e-04, -2.565876786161e-03
7.789802776000e+01, 1.828151585634e+06, 5.999999999694e+01, -2.864983965576e-04, -2.034546912770e-04, -9.580369517830e-04
